- 1131568353 2005.11.09 cn710 Nov 9 12:32:33 cn710/cn710 ntpd[19103]: synchronized to 10.100.18.250, stratum 3
- 1131568738 2005.11.09 cn380 Nov 9 12:38:58 cn380/cn380 ntpd[10107]: synchronized to 10.100.22.250, stratum 3
- 1131568739 2005.11.09 cn322 Nov 9 12:38:59 cn322/cn322 ntpd[23336]: synchronized to 10.100.16.250, stratum 3
- 1131568740 2005.11.09 cn507 Nov 9 12:39:00 cn507/cn507 ntpd[15704]: synchronized to 10.100.18.250, stratum 3
- 1131568740 2005.11.09 cn532 Nov 9 12:39:00 cn532/cn532 ntpd[16152]: synchronized to 10.100.18.250, stratum 3
- 1131568741 2005.11.09 cn971 Nov 9 12:39:01 cn971/cn971 ntpd[19726]: synchronized to 10.100.18.250, stratum 3
- 1131568745 2005.11.09 cn655 Nov 9 12:39:05 cn655/cn655 ntpd[18484]: synchronized to 10.100.20.250, stratum 3
- 1131568749 2005.11.09 cn439 Nov 9 12:39:09 cn439/cn439 ntpd[13201]: synchronized to 10.100.18.250, stratum 3
- 1131568750 2005.11.09 bn560 Nov 9 12:39:10 bn560/bn560 ntpd[30646]: synchronized to 10.100.10.250, stratum 3
- 1131568751 2005.11.09 cn439 Nov 9 12:39:11 cn439/cn439 ntpd[13201]: synchronized to 10.100.22.250, stratum 3
- 1131568754 2005.11.09 cn801 Nov 9 12:39:14 cn801/cn801 ntpd[13641]: synchronized to 10.100.20.250, stratum 3
- 1131568754 2005.11.09 cn870 Nov 9 12:39:14 cn870/cn870 ntpd[28510]: synchronized to 10.100.18.250, stratum 3
- 1131568755 2005.11.09 cn403 Nov 9 12:39:15 cn403/cn403 ntpd[13134]: synchronized to 10.100.18.250, stratum 3
- 1131568758 2005.11.09 bn123 Nov 9 12:39:18 bn123/bn123 ntpd[24046]: synchronized to 10.100.18.250, stratum 3
- 1131568759 2005.11.09 bn636 Nov 9 12:39:19 bn636/bn636 ntpd[24056]: synchronized to 10.100.16.250, stratum 3
- 1131568761 2005.11.09 cn710 Nov 9 12:39:21 cn710/cn710 ntpd[19103]: synchronized to 10.100.22.250, stratum 3
- 1131568768 2005.11.09 cn1019 Nov 9 12:39:28 cn1019/cn1019 ntpd[19637]: synchronized to 10.100.20.250, stratum 3
- 1131568770 2005.11.09 bn833 Nov 9 12:39:30 bn833/bn833 ntpd[21894]: synchronized to 10.100.16.250, stratum 3
- 1131568770 2005.11.09 cn560 Nov 9 12:39:30 cn560/cn560 ntpd[18663]: synchronized to 10.100.20.250, stratum 3
- 1131568770 2005.11.09 cn771 Nov 9 12:39:30 cn771/cn771 ntpd[27994]: synchronized to 10.100.18.250, stratum 3
- 1131568773 2005.11.09 cn211 Nov 9 12:39:33 cn211/cn211 ntpd[20018]: synchronized to 10.100.18.250, stratum 3
- 1131568773 2005.11.09 cn380 Nov 9 12:39:33 cn380/cn380 ntpd[10107]: synchronized to 10.100.16.250, stratum 3
- 1131568777 2005.11.09 bn630 Nov 9 12:39:37 bn630/bn630 ntpd[23931]: synchronized to 10.100.20.250, stratum 3
- 1131568777 2005.11.09 cn772 Nov 9 12:39:37 cn772/cn772 ntpd[27879]: synchronized to 10.100.18.250, stratum 3
- 1131568779 2005.11.09 bn458 Nov 9 12:39:39 bn458/bn458 ntpd[29156]: synchronized to 10.100.18.250, stratum 3
- 1131568780 2005.11.09 bn89 Nov 9 12:39:40 bn89/bn89 ntpd[22496]: synchronized to 10.100.18.250, stratum 3
- 1131568780 2005.11.09 cn877 Nov 9 12:39:40 cn877/cn877 ntpd[29971]: synchronized to 10.100.18.250, stratum 3
- 1131568781 2005.11.09 cn951 Nov 9 12:39:41 cn951/cn951 ntpd[19916]: synchronized to 10.100.18.250, stratum 3
- 1131568782 2005.11.09 cn647 Nov 9 12:39:42 cn647/cn647 ntpd[19059]: synchronized to 10.100.22.250, stratum 3
- 1131568785 2005.11.09 cn805 Nov 9 12:39:45 cn805/cn805 ntpd[28659]: synchronized to 10.100.18.250, stratum 3
- 1131568790 2005.11.09 cn53 Nov 9 12:39:50 cn53/cn53 ntpd[15337]: synchronized to 10.100.22.250, stratum 3
- 1131568791 2005.11.09 bn850 Nov 9 12:39:51 bn850/bn850 ntpd[21933]: synchronized to 10.100.20.250, stratum 3
- 1131568791 2005.11.09 bn850 Nov 9 12:39:51 bn850/bn850 ntpd[21933]: synchronized to 10.100.22.250, stratum 3
- 1131568793 2005.11.09 bn537 Nov 9 12:39:53 bn537/bn537 ntpd[29747]: synchronized to 10.100.10.250, stratum 3
- 1131568794 2005.11.09 cn437 Nov 9 12:39:54 cn437/cn437 ntpd[9875]: synchronized to 10.100.18.250, stratum 3
- 1131568801 2005.11.09 bn73 Nov 9 12:40:01 bn73/bn73 ntpd[7675]: synchronized to 10.100.14.250, stratum 3
- 1131568802 2005.11.09 cn415 Nov 9 12:40:02 cn415/cn415 ntpd[12211]: synchronized to 10.100.16.250, stratum 3
- 1131568804 2005.11.09 bn688 Nov 9 12:40:04 bn688/bn688 ntpd[21977]: synchronized to 10.100.20.250, stratum 3
- 1131568806 2005.11.09 bn1019 Nov 9 12:40:06 bn1019/bn1019 ntpd[15033]: synchronized to 10.100.14.250, stratum 3
- 1131568806 2005.11.09 bn1020 Nov 9 12:40:06 bn1020/bn1020 ntpd[14937]: synchronized to 10.100.18.250, stratum 3
- 1131568806 2005.11.09 bn411 Nov 9 12:40:06 bn411/bn411 ntpd[29407]: synchronized to 10.100.22.250, stratum 3
- 1131568808 2005.11.09 cn674 Nov 9 12:40:08 cn674/cn674 ntpd[18648]: synchronized to 10.100.18.250, stratum 3
- 1131568808 2005.11.09 cn69 Nov 9 12:40:08 cn69/cn69 ntpd[14617]: synchronized to 10.100.18.250, stratum 3
- 1131568810 2005.11.09 cn717 Nov 9 12:40:10 cn717/cn717 ntpd[18846]: synchronized to 10.100.18.250, stratum 3
- 1131568811 2005.11.09 bn37 Nov 9 12:40:11 bn37/bn37 ntpd[2259]: synchronized to 10.100.20.250, stratum 3
- 1131568811 2005.11.09 bn790 Nov 9 12:40:11 bn790/bn790 ntpd[24108]: synchronized to 10.100.18.250, stratum 3
- 1131568811 2005.11.09 cn526 Nov 9 12:40:11 cn526/cn526 ntpd[15288]: synchronized to 10.100.20.250, stratum 3
- 1131568812 2005.11.09 cn272 Nov 9 12:40:12 cn272/cn272 ntpd[12016]: synchronized to 10.100.16.250, stratum 3
- 1131568817 2005.11.09 bn582 Nov 9 12:40:17 bn582/bn582 ntpd[23812]: synchronized to 10.100.16.250, stratum 3
- 1131568817 2005.11.09 cn542 Nov 9 12:40:17 cn542/cn542 ntpd[13781]: synchronized to 10.100.18.250, stratum 3
- 1131568817 2005.11.09 cn721 Nov 9 12:40:17 cn721/cn721 ntpd[27474]: synchronized to 10.100.20.250, stratum 3
- 1131568819 2005.11.09 cn742 Nov 9 12:40:19 cn742/cn742 ntpd[28228]: synchronized to 10.100.18.250, stratum 3
- 1131568824 2005.11.09 cn577 Nov 9 12:40:24 cn577/cn577 ntpd[19361]: synchronized to 10.100.20.250, stratum 3
- 1131568824 2005.11.09 cn988 Nov 9 12:40:24 cn988/cn988 ntpd[19582]: synchronized to 10.100.18.250, stratum 3
- 1131568827 2005.11.09 cn318 Nov 9 12:40:27 cn318/cn318 ntpd[19988]: synchronized to 10.100.22.250, stratum 3
- 1131568827 2005.11.09 cn633 Nov 9 12:40:27 cn633/cn633 ntpd[18665]: synchronized to 10.100.22.250, stratum 3
- 1131568830 2005.11.09 bn816 Nov 9 12:40:30 bn816/bn816 ntpd[23184]: synchronized to 10.100.18.250, stratum 3
- 1131568830 2005.11.09 cn720 Nov 9 12:40:30 cn720/cn720 ntpd[27541]: synchronized to 10.100.16.250, stratum 3
- 1131568831 2005.11.09 bn459 Nov 9 12:40:31 bn459/bn459 ntpd[29139]: synchronized to 10.100.16.250, stratum 3
- 1131568832 2005.11.09 cn573 Nov 9 12:40:32 cn573/cn573 ntpd[15193]: synchronized to 10.100.18.250, stratum 3
- 1131568832 2005.11.09 cn726 Nov 9 12:40:32 cn726/cn726 ntpd[28264]: synchronized to 10.100.22.250, stratum 3
- 1131568833 2005.11.09 bn950 Nov 9 12:40:33 bn950/bn950 ntpd[14801]: synchronized to 10.100.22.250, stratum 3
- 1131568833 2005.11.09 cn21 Nov 9 12:40:33 cn21/cn21 ntpd[15500]: synchronized to 10.100.16.250, stratum 3
- 1131568836 2005.11.09 cn99 Nov 9 12:40:36 cn99/cn99 ntpd[20434]: synchronized to 10.100.16.250, stratum 3
- 1131568837 2005.11.09 bn175 Nov 9 12:40:37 bn175/bn175 ntpd[21428]: synchronized to 10.100.20.250, stratum 3
- 1131568838 2005.11.09 cn42 Nov 9 12:40:38 cn42/cn42 ntpd[16924]: synchronized to 10.100.22.250, stratum 3
- 1131568841 2005.11.09 cn548 Nov 9 12:40:41 cn548/cn548 ntpd[14756]: synchronized to 10.100.18.250, stratum 3
- 1131568843 2005.11.09 bn968 Nov 9 12:40:43 bn968/bn968 ntpd[15584]: synchronized to 10.100.20.250, stratum 3
- 1131568844 2005.11.09 cn129 Nov 9 12:40:44 cn129/cn129 ntpd[28743]: synchronized to 10.100.20.250, stratum 3
- 1131568847 2005.11.09 cn1004 Nov 9 12:40:47 cn1004/cn1004 ntpd[19414]: synchronized to 10.100.18.250, stratum 3
- 1131568847 2005.11.09 cn721 Nov 9 12:40:47 cn721/cn721 ntpd[27474]: synchronized to 10.100.16.250, stratum 3
- 1131568852 2005.11.09 cn627 Nov 9 12:40:52 cn627/cn627 ntpd[18979]: synchronized to 10.100.18.250, stratum 3
- 1131568856 2005.11.09 bn235 Nov 9 12:40:56 bn235/bn235 ntpd[23304]: synchronized to 10.100.22.250, stratum 3
- 1131568863 2005.11.09 bn919 Nov 9 12:41:03 bn919/bn919 ntpd[25008]: synchronized to 10.100.16.250, stratum 3
- 1131568863 2005.11.09 cn603 Nov 9 12:41:03 cn603/cn603 ntpd[19182]: synchronized to 10.100.18.250, stratum 3
- 1131568864 2005.11.09 cn686 Nov 9 12:41:04 cn686/cn686 ntpd[19250]: synchronized to 10.100.18.250, stratum 3
- 1131568865 2005.11.09 cn74 Nov 9 12:41:05 cn74/cn74 ntpd[17700]: synchronized to 10.100.20.250, stratum 3
- 1131568871 2005.11.09 bn117 Nov 9 12:41:11 bn117/bn117 ntpd[22982]: synchronized to 10.100.22.250, stratum 3
- 1131568876 2005.11.09 cn295 Nov 9 12:41:16 cn295/cn295 ntpd[24584]: synchronized to 10.100.18.250, stratum 3
- 1131568877 2005.11.09 cn619 Nov 9 12:41:17 cn619/cn619 ntpd[18726]: synchronized to 10.100.20.250, stratum 3
- 1131568878 2005.11.09 cn319 Nov 9 12:41:18 cn319/cn319 ntpd[24464]: synchronized to 10.100.18.250, stratum 3
- 1131568879 2005.11.09 bn65 Nov 9 12:41:19 bn65/bn65 ntpd[3311]: synchronized to 10.100.18.250, stratum 3
- 1131568879 2005.11.09 cn339 Nov 9 12:41:19 cn339/cn339 ntpd[12503]: synchronized to 10.100.18.250, stratum 3
- 1131568881 2005.11.09 cn216 Nov 9 12:41:21 cn216/cn216 ntpd[10713]: synchronized to 10.100.18.250, stratum 3
- 1131568883 2005.11.09 cn390 Nov 9 12:41:23 cn390/cn390 ntpd[10152]: synchronized to 10.100.22.250, stratum 3
- 1131568884 2005.11.09 cn597 Nov 9 12:41:24 cn597/cn597 ntpd[18842]: synchronized to 10.100.18.250, stratum 3
- 1131568887 2005.11.09 cn73 Nov 9 12:41:27 cn73/cn73 ntpd[14737]: synchronized to 10.100.20.250, stratum 3
- 1131568888 2005.11.09 cn211 Nov 9 12:41:28 cn211/cn211 ntpd[20018]: synchronized to 10.100.22.250, stratum 3
- 1131568890 2005.11.09 cn934 Nov 9 12:41:30 cn934/cn934 ntpd[13128]: synchronized to 10.100.18.250, stratum 3
- 1131568891 2005.11.09 bn668 Nov 9 12:41:31 bn668/bn668 ntpd[23920]: synchronized to 10.100.18.250, stratum 3
- 1131568893 2005.11.09 bn81 Nov 9 12:41:33 bn81/bn81 ntpd[22281]: synchronized to 10.100.18.250, stratum 3
- 1131568893 2005.11.09 cn390 Nov 9 12:41:33 cn390/cn390 ntpd[10152]: synchronized to 10.100.18.250, stratum 3
- 1131568893 2005.11.09 cn499 Nov 9 12:41:33 cn499/cn499 ntpd[15380]: synchronized to 10.100.18.250, stratum 3
- 1131568903 2005.11.09 cn28 Nov 9 12:41:43 cn28/cn28 ntpd[17357]: synchronized to 10.100.18.250, stratum 3
- 1131568909 2005.11.09 bn425 Nov 9 12:41:49 bn425/bn425 ntpd[30052]: synchronized to 10.100.22.250, stratum 3
- 1131568913 2005.11.09 cn440 Nov 9 12:41:53 cn440/cn440 ntpd[11451]: synchronized to 10.100.18.250, stratum 3
- 1131568914 2005.11.09 cn794 Nov 9 12:41:54 cn794/cn794 ntpd[29916]: synchronized to 10.100.22.250, stratum 3
- 1131568917 2005.11.09 cn644 Nov 9 12:41:57 cn644/cn644 ntpd[15847]: synchronized to 10.100.18.250, stratum 3
- 1131568919 2005.11.09 bn919 Nov 9 12:41:59 bn919/bn919 ntpd[25008]: synchronized to 10.100.18.250, stratum 3
- 1131568924 2005.11.09 bn760 Nov 9 12:42:04 bn760/bn760 ntpd[22562]: synchronized to 10.100.18.250, stratum 3
- 1131568930 2005.11.09 cn591 Nov 9 12:42:10 cn591/cn591 ntpd[17957]: synchronized to 10.100.18.250, stratum 3
- 1131568930 2005.11.09 cn608 Nov 9 12:42:10 cn608/cn608 ntpd[10784]: synchronized to 10.100.18.250, stratum 3
- 1131568930 2005.11.09 cn611 Nov 9 12:42:10 cn611/cn611 ntpd[20430]: synchronized to 10.100.22.250, stratum 3
- 1131568930 2005.11.09 cn667 Nov 9 12:42:10 cn667/cn667 ntpd[18540]: synchronized to 10.100.18.250, stratum 3
- 1131568931 2005.11.09 cn47 Nov 9 12:42:11 cn47/cn47 ntpd[15445]: synchronized to 10.100.16.250, stratum 3
- 1131568933 2005.11.09 bn428 Nov 9 12:42:13 bn428/bn428 ntpd[461]: synchronized to 10.100.18.250, stratum 3
- 1131568936 2005.11.09 bn822 Nov 9 12:42:16 bn822/bn822 ntpd[24887]: synchronized to 10.100.22.250, stratum 3
- 1131568939 2005.11.09 cn202 Nov 9 12:42:19 cn202/cn202 ntpd[19825]: synchronized to 10.100.22.250, stratum 3
- 1131568940 2005.11.09 bn759 Nov 9 12:42:20 bn759/bn759 ntpd[22637]: synchronized to 10.100.20.250, stratum 3
- 1131568941 2005.11.09 bn537 Nov 9 12:42:21 bn537/bn537 ntpd[29747]: synchronized to 10.100.12.250, stratum 3
- 1131568941 2005.11.09 bn636 Nov 9 12:42:21 bn636/bn636 ntpd[24056]: synchronized to 10.100.20.250, stratum 3
- 1131568941 2005.11.09 cn1006 Nov 9 12:42:21 cn1006/cn1006 ntpd[18601]: synchronized to 10.100.18.250, stratum 3
- 1131568942 2005.11.09 cn110 Nov 9 12:42:22 cn110/cn110 ntpd[19852]: synchronized to 10.100.16.250, stratum 3
- 1131568942 2005.11.09 cn484 Nov 9 12:42:22 cn484/cn484 ntpd[15647]: synchronized to 10.100.18.250, stratum 3
- 1131568944 2005.11.09 bn551 Nov 9 12:42:24 bn551/bn551 ntpd[32146]: synchronized to 10.100.14.250, stratum 3
- 1131568944 2005.11.09 cn706 Nov 9 12:42:24 cn706/cn706 ntpd[19166]: synchronized to 10.100.16.250, stratum 3
- 1131568949 2005.11.09 cn132 Nov 9 12:42:29 cn132/cn132 ntpd[29020]: synchronized to 10.100.18.250, stratum 3
- 1131568952 2005.11.09 cn470 Nov 9 12:42:32 cn470/cn470 ntpd[15524]: synchronized to 10.100.18.250, stratum 3
- 1131568953 2005.11.09 bn311 Nov 9 12:42:33 bn311/bn311 ntpd[29566]: synchronized to 10.100.18.250, stratum 3
- 1131568954 2005.11.09 bn530 Nov 9 12:42:34 bn530/bn530 ntpd[13493]: synchronized to 10.100.10.250, stratum 3
- 1131568956 2005.11.09 cn167 Nov 9 12:42:36 cn167/cn167 ntpd[10064]: synchronized to 10.100.22.250, stratum 3
- 1131568957 2005.11.09 cn703 Nov 9 12:42:37 cn703/cn703 ntpd[19063]: synchronized to 10.100.18.250, stratum 3
- 1131568958 2005.11.09 bn897 Nov 9 12:42:38 bn897/bn897 ntpd[25818]: synchronized to 10.100.16.250, stratum 3
- 1131568960 2005.11.09 cn249 Nov 9 12:42:40 cn249/cn249 ntpd[10621]: synchronized to 10.100.22.250, stratum 3
- 1131568961 2005.11.09 bn582 Nov 9 12:42:41 bn582/bn582 ntpd[23812]: synchronized to 10.100.20.250, stratum 3
- 1131568962 2005.11.09 bn530 Nov 9 12:42:42 bn530/bn530 ntpd[13493]: synchronized to 10.100.12.250, stratum 3
- 1131568963 2005.11.09 bn897 Nov 9 12:42:43 bn897/bn897 ntpd[25818]: synchronized to 10.100.22.250, stratum 3
- 1131568964 2005.11.09 bn736 Nov 9 12:42:44 bn736/bn736 ntpd[2357]: synchronized to 10.100.22.250, stratum 3
- 1131568965 2005.11.09 bn47 Nov 9 12:42:45 bn47/bn47 ntpd[21837]: synchronized to 10.100.20.250, stratum 3
- 1131568965 2005.11.09 cn759 Nov 9 12:42:45 cn759/cn759 ntpd[28733]: synchronized to 10.100.22.250, stratum 3
- 1131568971 2005.11.09 cn530 Nov 9 12:42:51 cn530/cn530 ntpd[15859]: synchronized to 10.100.18.250, stratum 3
- 1131568973 2005.11.09 bn460 Nov 9 12:42:53 bn460/bn460 ntpd[29103]: synchronized to 10.100.22.250, stratum 3
- 1131568975 2005.11.09 bn115 Nov 9 12:42:55 bn115/bn115 ntpd[22400]: synchronized to 10.100.16.250, stratum 3
- 1131568975 2005.11.09 bn71 Nov 9 12:42:55 bn71/bn71 ntpd[22508]: synchronized to 10.100.18.250, stratum 3
- 1131568976 2005.11.09 bn640 Nov 9 12:42:56 bn640/bn640 ntpd[21630]: synchronized to 10.100.22.250, stratum 3
- 1131568979 2005.11.09 bn631 Nov 9 12:42:59 bn631/bn631 ntpd[23686]: synchronized to 10.100.18.250, stratum 3
- 1131568982 2005.11.09 cn407 Nov 9 12:43:02 cn407/cn407 ntpd[12879]: synchronized to 10.100.18.250, stratum 3
- 1131568982 2005.11.09 cn917 Nov 9 12:43:02 cn917/cn917 ntpd[29360]: synchronized to 10.100.16.250, stratum 3
- 1131568987 2005.11.09 bn896 Nov 9 12:43:07 bn896/bn896 ntpd[25284]: synchronized to 10.100.12.250, stratum 3
- 1131568988 2005.11.09 bn574 Nov 9 12:43:08 bn574/bn574 ntpd[26708]: synchronized to 10.100.20.250, stratum 3
- 1131568988 2005.11.09 bn85 Nov 9 12:43:08 bn85/bn85 ntpd[23096]: synchronized to 10.100.20.250, stratum 3
- 1131568990 2005.11.09 bn896 Nov 9 12:43:10 bn896/bn896 ntpd[25284]: synchronized to 10.100.10.250, stratum 3
- 1131568994 2005.11.09 bn833 Nov 9 12:43:14 bn833/bn833 ntpd[21894]: synchronized to 10.100.22.250, stratum 3
- 1131568995 2005.11.09 cn1007 Nov 9 12:43:15 cn1007/cn1007 ntpd[19131]: synchronized to 10.100.22.250, stratum 3
- 1131568997 2005.11.09 cn110 Nov 9 12:43:17 cn110/cn110 ntpd[19852]: synchronized to 10.100.22.250, stratum 3
- 1131568998 2005.11.09 cn835 Nov 9 12:43:18 cn835/cn835 ntpd[28019]: synchronized to 10.100.22.250, stratum 3
- 1131569001 2005.11.09 bn177 Nov 9 12:43:21 bn177/bn177 ntpd[21975]: synchronized to 10.100.20.250, stratum 3
- 1131569002 2005.11.09 cn182 Nov 9 12:43:22 cn182/cn182 ntpd[10678]: synchronized to 10.100.18.250, stratum 3
- 1131569002 2005.11.09 cn952 Nov 9 12:43:22 cn952/cn952 ntpd[19898]: synchronized to 10.100.20.250, stratum 3
- 1131569003 2005.11.09 cn216 Nov 9 12:43:23 cn216/cn216 ntpd[10713]: synchronized to 10.100.16.250, stratum 3
- 1131569003 2005.11.09 cn614 Nov 9 12:43:23 cn614/cn614 ntpd[18302]: synchronized to 10.100.22.250, stratum 3
- 1131569005 2005.11.09 cn405 Nov 9 12:43:25 cn405/cn405 ntpd[13155]: synchronized to 10.100.18.250, stratum 3
- 1131569009 2005.11.09 bn543 Nov 9 12:43:29 bn543/bn543 ntpd[29126]: synchronized to 10.100.20.250, stratum 3
- 1131569011 2005.11.09 bn491 Nov 9 12:43:31 bn491/bn491 ntpd[29332]: synchronized to 10.100.16.250, stratum 3
- 1131569012 2005.11.09 cn294 Nov 9 12:43:32 cn294/cn294 ntpd[23811]: synchronized to 10.100.20.250, stratum 3
- 1131569017 2005.11.09 cn173 Nov 9 12:43:37 cn173/cn173 ntpd[10336]: synchronized to 10.100.22.250, stratum 3
- 1131569020 2005.11.09 cn487 Nov 9 12:43:40 cn487/cn487 ntpd[15545]: synchronized to 10.100.18.250, stratum 3
- 1131569024 2005.11.09 bn441 Nov 9 12:43:44 bn441/bn441 ntpd[28489]: synchronized to 10.100.20.250, stratum 3
- 1131569026 2005.11.09 bn29 Nov 9 12:43:46 bn29/bn29 ntpd[22771]: synchronized to 10.100.20.250, stratum 3
- 1131569027 2005.11.09 cn200 Nov 9 12:43:47 cn200/cn200 ntpd[20218]: synchronized to 10.100.18.250, stratum 3
- 1131569028 2005.11.09 cn733 Nov 9 12:43:48 cn733/cn733 ntpd[27716]: synchronized to 10.100.18.250, stratum 3
- 1131569029 2005.11.09 cn216 Nov 9 12:43:49 cn216/cn216 ntpd[10713]: synchronized to 10.100.20.250, stratum 3
- 1131569030 2005.11.09 cn57 Nov 9 12:43:50 cn57/cn57 ntpd[14715]: synchronized to 10.100.20.250, stratum 3
- 1131569033 2005.11.09 bn697 Nov 9 12:43:53 bn697/bn697 ntpd[21419]: synchronized to 10.100.22.250, stratum 3
- 1131569034 2005.11.09 cn543 Nov 9 12:43:54 cn543/cn543 ntpd[13785]: synchronized to 10.100.20.250, stratum 3
- 1131569035 2005.11.09 bn403 Nov 9 12:43:55 bn403/bn403 ntpd[28876]: synchronized to 10.100.22.250, stratum 3
- 1131569035 2005.11.09 cn807 Nov 9 12:43:55 cn807/cn807 ntpd[28528]: synchronized to 10.100.20.250, stratum 3
- 1131569037 2005.11.09 cn966 Nov 9 12:43:57 cn966/cn966 ntpd[19702]: synchronized to 10.100.16.250, stratum 3
- 1131569039 2005.11.09 cn284 Nov 9 12:43:59 cn284/cn284 ntpd[13030]: synchronized to 10.100.20.250, stratum 3
- 1131569041 2005.11.09 cn33 Nov 9 12:44:01 cn33/cn33 ntpd[17565]: synchronized to 10.100.22.250, stratum 3
- 1131569042 2005.11.09 cn480 Nov 9 12:44:02 cn480/cn480 ntpd[16842]: synchronized to 10.100.22.250, stratum 3
- 1131569045 2005.11.09 cn319 Nov 9 12:44:05 cn319/cn319 ntpd[24464]: synchronized to 10.100.22.250, stratum 3
- 1131569045 2005.11.09 cn925 Nov 9 12:44:05 cn925/cn925 ntpd[29072]: synchronized to 10.100.16.250, stratum 3
- 1131569051 2005.11.09 cn628 Nov 9 12:44:11 cn628/cn628 ntpd[18589]: synchronized to 10.100.20.250, stratum 3
- 1131569052 2005.11.09 bn958 Nov 9 12:44:12 bn958/bn958 ntpd[15752]: synchronized to 10.100.18.250, stratum 3
- 1131569055 2005.11.09 bn424 Nov 9 12:44:15 bn424/bn424 ntpd[30101]: synchronized to 10.100.18.250, stratum 3
- 1131569055 2005.11.09 bn475 Nov 9 12:44:15 bn475/bn475 ntpd[29259]: synchronized to 10.100.20.250, stratum 3
- 1131569056 2005.11.09 cn839 Nov 9 12:44:16 cn839/cn839 ntpd[28293]: synchronized to 10.100.18.250, stratum 3
- 1131569057 2005.11.09 cn415 Nov 9 12:44:17 cn415/cn415 ntpd[12211]: synchronized to 10.100.22.250, stratum 3
- 1131569057 2005.11.09 cn451 Nov 9 12:44:17 cn451/cn451 ntpd[11052]: synchronized to 10.100.20.250, stratum 3
- 1131569058 2005.11.09 cn689 Nov 9 12:44:18 cn689/cn689 ntpd[19935]: synchronized to 10.100.22.250, stratum 3
- 1131569058 2005.11.09 cn78 Nov 9 12:44:18 cn78/cn78 ntpd[17489]: synchronized to 10.100.20.250, stratum 3
- 1131569061 2005.11.09 cn318 Nov 9 12:44:21 cn318/cn318 ntpd[19988]: synchronized to 10.100.20.250, stratum 3
- 1131569064 2005.11.09 bn850 Nov 9 12:44:24 bn850/bn850 ntpd[21933]: synchronized to 10.100.20.250, stratum 3
- 1131569065 2005.11.09 bn221 Nov 9 12:44:25 bn221/bn221 ntpd[24087]: synchronized to 10.100.22.250, stratum 3
- 1131569065 2005.11.09 bn663 Nov 9 12:44:25 bn663/bn663 ntpd[31283]: synchronized to 10.100.14.250, stratum 3
- 1131569066 2005.11.09 cn658 Nov 9 12:44:26 cn658/cn658 ntpd[24187]: synchronized to 10.100.18.250, stratum 3
- 1131569067 2005.11.09 cn18 Nov 9 12:44:27 cn18/cn18 ntpd[25277]: synchronized to 10.100.20.250, stratum 3
- 1131569067 2005.11.09 cn227 Nov 9 12:44:27 cn227/cn227 ntpd[10573]: synchronized to 10.100.22.250, stratum 3
- 1131569068 2005.11.09 cn863 Nov 9 12:44:28 cn863/cn863 ntpd[27569]: synchronized to 10.100.18.250, stratum 3
- 1131569069 2005.11.09 cn227 Nov 9 12:44:29 cn227/cn227 ntpd[10573]: synchronized to 10.100.16.250, stratum 3
- 1131569071 2005.11.09 cn523 Nov 9 12:44:31 cn523/cn523 ntpd[16033]: synchronized to 10.100.18.250, stratum 3
- 1131569073 2005.11.09 bn161 Nov 9 12:44:33 bn161/bn161 ntpd[22774]: synchronized to 10.100.18.250, stratum 3
- 1131569081 2005.11.09 cn706 Nov 9 12:44:41 cn706/cn706 ntpd[19166]: synchronized to 10.100.20.250, stratum 3
- 1131569085 2005.11.09 bn780 Nov 9 12:44:45 bn780/bn780 ntpd[24873]: synchronized to 10.100.20.250, stratum 3
- 1131569087 2005.11.09 bn1013 Nov 9 12:44:47 bn1013/bn1013 ntpd[14694]: synchronized to 10.100.18.250, stratum 3
- 1131569087 2005.11.09 cn624 Nov 9 12:44:47 cn624/cn624 ntpd[18555]: synchronized to 10.100.22.250, stratum 3
- 1131569087 2005.11.09 cn731 Nov 9 12:44:47 cn731/cn731 ntpd[28632]: synchronized to 10.100.18.250, stratum 3
- 1131569088 2005.11.09 bn424 Nov 9 12:44:48 bn424/bn424 ntpd[30101]: synchronized to 10.100.22.250, stratum 3
- 1131569093 2005.11.09 bn953 Nov 9 12:44:53 bn953/bn953 ntpd[14918]: synchronized to 10.100.20.250, stratum 3
- 1131569098 2005.11.09 bn38 Nov 9 12:44:58 bn38/bn38 ntpd[22638]: synchronized to 10.100.18.250, stratum 3
- 1131569099 2005.11.09 bn598 Nov 9 12:44:59 bn598/bn598 ntpd[24064]: synchronized to 10.100.18.250, stratum 3
- 1131569099 2005.11.09 bn917 Nov 9 12:44:59 bn917/bn917 ntpd[25023]: synchronized to 10.100.16.250, stratum 3
- 1131569100 2005.11.09 bn102 Nov 9 12:45:00 bn102/bn102 ntpd[22465]: synchronized to 10.100.16.250, stratum 3
- 1131569100 2005.11.09 bn964 Nov 9 12:45:00 bn964/bn964 ntpd[15605]: synchronized to 10.100.18.250, stratum 3
- 1131569102 2005.11.09 bn106 Nov 9 12:45:02 bn106/bn106 ntpd[22697]: synchronized to 10.100.20.250, stratum 3
- 1131569102 2005.11.09 bn604 Nov 9 12:45:02 bn604/bn604 ntpd[8302]: synchronized to 10.100.16.250, stratum 3
- 1131569105 2005.11.09 cn599 Nov 9 12:45:05 cn599/cn599 ntpd[2250]: synchronized to 10.100.18.250, stratum 3
