1131366697 2005.11.07 R45-M1-N8-I:J18-U11 2005-11-07-04.31.37.876033 R45-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R33-M1-N4-I:J18-U11 2005-11-07-04.34.05.016215 R33-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R33-M1-N4-I:J18-U01 2005-11-07-04.34.05.117246 R33-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R21-M1-N0-I:J18-U11 2005-11-07-04.34.05.231726 R21-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R21-M1-N0-I:J18-U01 2005-11-07-04.34.05.332885 R21-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R36-M1-N0-I:J18-U11 2005-11-07-04.34.05.662112 R36-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R36-M1-N0-I:J18-U01 2005-11-07-04.34.05.763939 R36-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R36-M1-N4-I:J18-U11 2005-11-07-04.34.05.871641 R36-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366845 2005.11.07 R36-M1-N4-I:J18-U01 2005-11-07-04.34.05.985033 R36-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366846 2005.11.07 R63-M0-N4-I:J18-U11 2005-11-07-04.34.06.322696 R63-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366846 2005.11.07 R63-M0-N4-I:J18-U01 2005-11-07-04.34.06.430518 R63-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366846 2005.11.07 R66-M0-NC-I:J18-U11 2005-11-07-04.34.06.538418 R66-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366846 2005.11.07 R66-M0-NC-I:J18-U01 2005-11-07-04.34.06.639495 R66-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366846 2005.11.07 R66-M0-N4-I:J18-U11 2005-11-07-04.34.06.738970 R66-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366846 2005.11.07 R66-M0-N4-I:J18-U01 2005-11-07-04.34.06.846401 R66-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366846 2005.11.07 R66-M1-N0-I:J18-U11 2005-11-07-04.34.06.963333 R66-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366847 2005.11.07 R66-M1-N0-I:J18-U01 2005-11-07-04.34.07.062558 R66-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366848 2005.11.07 R66-M1-NC-I:J18-U11 2005-11-07-04.34.08.349488 R66-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366848 2005.11.07 R66-M1-NC-I:J18-U01 2005-11-07-04.34.08.457265 R66-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366848 2005.11.07 R57-M0-N4-I:J18-U11 2005-11-07-04.34.08.806069 R57-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366848 2005.11.07 R57-M0-N4-I:J18-U01 2005-11-07-04.34.08.925841 R57-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366849 2005.11.07 R33-M0-N4-I:J18-U11 2005-11-07-04.34.09.039822 R33-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366849 2005.11.07 R33-M0-N4-I:J18-U01 2005-11-07-04.34.09.099322 R33-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366850 2005.11.07 R33-M0-N8-I:J18-U11 2005-11-07-04.34.10.128882 R33-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366850 2005.11.07 R33-M0-N8-I:J18-U01 2005-11-07-04.34.10.254651 R33-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366850 2005.11.07 R30-M1-NC-I:J18-U11 2005-11-07-04.34.10.611631 R30-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366850 2005.11.07 R30-M1-NC-I:J18-U01 2005-11-07-04.34.10.719400 R30-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366851 2005.11.07 R57-M1-N4-I:J18-U11 2005-11-07-04.34.11.338211 R57-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366851 2005.11.07 R57-M1-N4-I:J18-U01 2005-11-07-04.34.11.449269 R57-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366851 2005.11.07 R57-M0-N0-I:J18-U11 2005-11-07-04.34.11.577468 R57-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366851 2005.11.07 R57-M0-N0-I:J18-U01 2005-11-07-04.34.11.708121 R57-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366852 2005.11.07 R30-M1-N8-I:J18-U11 2005-11-07-04.34.12.346883 R30-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366852 2005.11.07 R30-M1-N8-I:J18-U01 2005-11-07-04.34.12.478607 R30-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366852 2005.11.07 R57-M0-NC-I:J18-U11 2005-11-07-04.34.12.592524 R57-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366852 2005.11.07 R57-M0-NC-I:J18-U01 2005-11-07-04.34.12.718419 R57-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366852 2005.11.07 R42-M1-NC-I:J18-U11 2005-11-07-04.34.12.846136 R42-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366852 2005.11.07 R42-M1-NC-I:J18-U01 2005-11-07-04.34.12.975255 R42-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366853 2005.11.07 R57-M1-N0-I:J18-U11 2005-11-07-04.34.13.095259 R57-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366853 2005.11.07 R57-M1-N0-I:J18-U01 2005-11-07-04.34.13.221271 R57-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366853 2005.11.07 R42-M0-N8-I:J18-U11 2005-11-07-04.34.13.358008 R42-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366853 2005.11.07 R42-M0-N8-I:J18-U01 2005-11-07-04.34.13.478652 R42-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366854 2005.11.07 R57-M1-NC-I:J18-U11 2005-11-07-04.34.14.749248 R57-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366854 2005.11.07 R57-M1-NC-I:J18-U01 2005-11-07-04.34.14.886762 R57-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366855 2005.11.07 R42-M1-N4-I:J18-U11 2005-11-07-04.34.15.267251 R42-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366855 2005.11.07 R42-M1-N4-I:J18-U01 2005-11-07-04.34.15.393251 R42-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366857 2005.11.07 R21-M0-N0-I:J18-U11 2005-11-07-04.34.17.129203 R21-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366857 2005.11.07 R21-M0-N0-I:J18-U01 2005-11-07-04.34.17.238101 R21-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366858 2005.11.07 R21-M1-NC-I:J18-U11 2005-11-07-04.34.18.560848 R21-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366858 2005.11.07 R21-M1-NC-I:J18-U01 2005-11-07-04.34.18.680000 R21-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366858 2005.11.07 R21-M0-N8-I:J18-U11 2005-11-07-04.34.18.829064 R21-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366858 2005.11.07 R21-M0-N8-I:J18-U01 2005-11-07-04.34.18.956413 R21-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366860 2005.11.07 R60-M1-NC-I:J18-U11 2005-11-07-04.34.20.175721 R60-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366860 2005.11.07 R60-M1-NC-I:J18-U01 2005-11-07-04.34.20.308946 R60-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366860 2005.11.07 R45-M0-NC-I:J18-U11 2005-11-07-04.34.20.415511 R45-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366860 2005.11.07 R45-M0-NC-I:J18-U01 2005-11-07-04.34.20.536121 R45-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366860 2005.11.07 R21-M0-NC-I:J18-U11 2005-11-07-04.34.20.878234 R21-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366860 2005.11.07 R21-M0-NC-I:J18-U01 2005-11-07-04.34.20.997472 R21-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366861 2005.11.07 R21-M0-N4-I:J18-U11 2005-11-07-04.34.21.114868 R21-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366861 2005.11.07 R21-M0-N4-I:J18-U01 2005-11-07-04.34.21.234749 R21-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366863 2005.11.07 R30-M1-N4-I:J18-U11 2005-11-07-04.34.23.771070 R30-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366863 2005.11.07 R30-M1-N4-I:J18-U01 2005-11-07-04.34.23.891373 R30-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366864 2005.11.07 R21-M1-N8-I:J18-U11 2005-11-07-04.34.24.017106 R21-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366864 2005.11.07 R21-M1-N8-I:J18-U01 2005-11-07-04.34.24.142751 R21-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366865 2005.11.07 R30-M0-N4-I:J18-U11 2005-11-07-04.34.25.144436 R30-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366865 2005.11.07 R30-M0-N4-I:J18-U01 2005-11-07-04.34.25.282276 R30-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366865 2005.11.07 R30-M1-N0-I:J18-U11 2005-11-07-04.34.25.674972 R30-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366865 2005.11.07 R30-M1-N0-I:J18-U01 2005-11-07-04.34.25.818585 R30-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366866 2005.11.07 R30-M0-N8-I:J18-U11 2005-11-07-04.34.26.227595 R30-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366866 2005.11.07 R30-M0-N8-I:J18-U01 2005-11-07-04.34.26.345549 R30-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366868 2005.11.07 R60-M1-N8-I:J18-U11 2005-11-07-04.34.28.375924 R60-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366868 2005.11.07 R60-M1-N8-I:J18-U01 2005-11-07-04.34.28.507894 R60-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366868 2005.11.07 R60-M1-N0-I:J18-U11 2005-11-07-04.34.28.633521 R60-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366868 2005.11.07 R60-M1-N0-I:J18-U01 2005-11-07-04.34.28.757138 R60-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366868 2005.11.07 R30-M0-NC-I:J18-U11 2005-11-07-04.34.28.884877 R30-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366869 2005.11.07 R30-M0-NC-I:J18-U01 2005-11-07-04.34.29.004270 R30-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366869 2005.11.07 R57-M1-N8-I:J18-U11 2005-11-07-04.34.29.531062 R57-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366869 2005.11.07 R57-M1-N8-I:J18-U01 2005-11-07-04.34.29.692569 R57-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366870 2005.11.07 R60-M1-N4-I:J18-U11 2005-11-07-04.34.30.659963 R60-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366870 2005.11.07 R60-M1-N4-I:J18-U01 2005-11-07-04.34.30.801576 R60-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366873 2005.11.07 R72-M1-N8-I:J18-U11 2005-11-07-04.34.33.650015 R72-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366873 2005.11.07 R72-M1-N8-I:J18-U01 2005-11-07-04.34.33.786024 R72-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366873 2005.11.07 R72-M1-N4-I:J18-U11 2005-11-07-04.34.33.917678 R72-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366874 2005.11.07 R72-M1-N4-I:J18-U01 2005-11-07-04.34.34.043499 R72-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366874 2005.11.07 R72-M0-N4-I:J18-U11 2005-11-07-04.34.34.173035 R72-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366874 2005.11.07 R72-M0-N4-I:J18-U01 2005-11-07-04.34.34.400500 R72-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366874 2005.11.07 R42-M0-NC-I:J18-U11 2005-11-07-04.34.34.879584 R42-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366874 2005.11.07 R42-M0-NC-I:J18-U01 2005-11-07-04.34.34.999823 R42-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366876 2005.11.07 R72-M1-N0-I:J18-U11 2005-11-07-04.34.36.946926 R72-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366877 2005.11.07 R72-M1-N0-I:J18-U01 2005-11-07-04.34.37.073323 R72-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366878 2005.11.07 R72-M0-NC-I:J18-U11 2005-11-07-04.34.38.345111 R72-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366878 2005.11.07 R72-M0-NC-I:J18-U01 2005-11-07-04.34.38.448530 R72-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366878 2005.11.07 R24-M0-NC-I:J18-U11 2005-11-07-04.34.38.789577 R24-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366878 2005.11.07 R24-M0-NC-I:J18-U01 2005-11-07-04.34.38.899791 R24-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366881 2005.11.07 R60-M0-NC-I:J18-U11 2005-11-07-04.34.41.049606 R60-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366881 2005.11.07 R60-M0-NC-I:J18-U01 2005-11-07-04.34.41.159525 R60-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366881 2005.11.07 R72-M0-N8-I:J18-U11 2005-11-07-04.34.41.270927 R72-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366881 2005.11.07 R72-M0-N8-I:J18-U01 2005-11-07-04.34.41.376682 R72-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366881 2005.11.07 R60-M0-N0-I:J18-U11 2005-11-07-04.34.41.676016 R60-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366881 2005.11.07 R60-M0-N0-I:J18-U01 2005-11-07-04.34.41.779706 R60-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366883 2005.11.07 R72-M0-N0-I:J18-U11 2005-11-07-04.34.43.580179 R72-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366883 2005.11.07 R72-M0-N0-I:J18-U01 2005-11-07-04.34.43.706510 R72-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366888 2005.11.07 R60-M0-N8-I:J18-U11 2005-11-07-04.34.48.026159 R60-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366888 2005.11.07 R60-M0-N8-I:J18-U01 2005-11-07-04.34.48.133932 R60-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366888 2005.11.07 R60-M0-N4-I:J18-U11 2005-11-07-04.34.48.887913 R60-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366888 2005.11.07 R60-M0-N4-I:J18-U01 2005-11-07-04.34.48.989621 R60-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366890 2005.11.07 R75-M0-N4-I:J18-U11 2005-11-07-04.34.50.643672 R75-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366890 2005.11.07 R75-M0-N4-I:J18-U01 2005-11-07-04.34.50.745775 R75-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366891 2005.11.07 R75-M0-N0-I:J18-U11 2005-11-07-04.34.51.451098 R75-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
