- 1131628689 2005.11.10 R05-M1-NF-C:J09-U01 2005-11-10-05.18.09.523638 R05-M1-NF-C:J09-U01 RAS KERNEL INFO CE sym 19, at 0x09cc4200, mask 0x80
- 1131635895 2005.11.10 R62-M1-NA-C:J15-U11 2005-11-10-07.18.15.141076 R62-M1-NA-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 640 out of 4096
- 1131635895 2005.11.10 R61-M0-NC-C:J13-U01 2005-11-10-07.18.15.259819 R61-M0-NC-C:J13-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 231 out of 1024 #ofDirtyDblWord: 672 out of 4096
- 1131635895 2005.11.10 R35-M1-ND-C:J11-U01 2005-11-10-07.18.15.618111 R35-M1-ND-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 230 out of 1024 #ofDirtyDblWord: 689 out of 4096
- 1131635895 2005.11.10 R10-M0-NE-C:J11-U01 2005-11-10-07.18.15.750598 R10-M0-NE-C:J11-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 24, bit 6
- 1131635896 2005.11.10 R00-M1-NA-C:J11-U11 2005-11-10-07.18.16.457130 R00-M1-NA-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 231 out of 1024 #ofDirtyDblWord: 681 out of 4096
- 1131635896 2005.11.10 R00-M1-NE-C:J15-U01 2005-11-10-07.18.16.575692 R00-M1-NE-C:J15-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 6
- 1131635897 2005.11.10 R02-M1-NA-C:J11-U01 2005-11-10-07.18.17.085856 R02-M1-NA-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 212 out of 1024 #ofDirtyDblWord: 634 out of 4096
- 1131635897 2005.11.10 R07-M1-NE-C:J15-U11 2005-11-10-07.18.17.197173 R07-M1-NE-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 221 out of 1024 #ofDirtyDblWord: 634 out of 4096
- 1131635897 2005.11.10 R12-M1-NC-C:J13-U01 2005-11-10-07.18.17.300789 R12-M1-NC-C:J13-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 4
- 1131635897 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-07.18.17.532591 R41-M0-NC-C:J05-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 22, bit 4
- 1131635897 2005.11.10 R40-M1-NB-C:J05-U11 2005-11-10-07.18.17.647268 R40-M1-NB-C:J05-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 215 out of 1024 #ofDirtyDblWord: 632 out of 4096
- 1131635898 2005.11.10 R51-M0-NF-C:J03-U11 2005-11-10-07.18.18.466122 R51-M0-NF-C:J03-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 213 out of 1024 #ofDirtyDblWord: 644 out of 4096
- 1131635898 2005.11.10 R33-M1-NE-C:J07-U11 2005-11-10-07.18.18.574134 R33-M1-NE-C:J07-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 215 out of 1024 #ofDirtyDblWord: 679 out of 4096
- 1131635898 2005.11.10 R37-M1-NC-C:J09-U01 2005-11-10-07.18.18.681427 R37-M1-NC-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 679 out of 4096
- 1131635898 2005.11.10 R47-M1-NF-C:J09-U11 2005-11-10-07.18.18.890308 R47-M1-NF-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 218 out of 1024 #ofDirtyDblWord: 634 out of 4096
- 1131635899 2005.11.10 R57-M0-NB-C:J07-U11 2005-11-10-07.18.19.016510 R57-M0-NB-C:J07-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1
- 1131635899 2005.11.10 R66-M0-NA-C:J07-U01 2005-11-10-07.18.19.333556 R66-M0-NA-C:J07-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 231 out of 1024 #ofDirtyDblWord: 698 out of 4096
- 1131635899 2005.11.10 R42-M1-NB-C:J05-U01 2005-11-10-07.18.19.434416 R42-M1-NB-C:J05-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 206 out of 1024 #ofDirtyDblWord: 628 out of 4096
- 1131635899 2005.11.10 R25-M0-NC-C:J05-U01 2005-11-10-07.18.19.753786 R25-M0-NC-C:J05-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 221 out of 1024 #ofDirtyDblWord: 689 out of 4096
- 1131635899 2005.11.10 R63-M1-NE-C:J09-U01 2005-11-10-07.18.19.969325 R63-M1-NE-C:J09-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 5
- 1131635900 2005.11.10 R60-M0-ND-C:J07-U11 2005-11-10-07.18.20.608765 R60-M0-ND-C:J07-U11 RAS KERNEL INFO 5 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 5
- 1131635900 2005.11.10 R73-M1-NA-C:J07-U01 2005-11-10-07.18.20.967634 R73-M1-NA-C:J07-U01 RAS KERNEL INFO 7 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected
- 1131635901 2005.11.10 R73-M1-NA-C:J07-U01 2005-11-10-07.18.21.072383 R73-M1-NA-C:J07-U01 RAS KERNEL INFO 76 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131635901 2005.11.10 R17-M1-NF-C:J05-U01 2005-11-10-07.18.21.762993 R17-M1-NF-C:J05-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 658 out of 4096
- 1131635902 2005.11.10 R14-M0-NB-C:J09-U11 2005-11-10-07.18.22.337537 R14-M0-NB-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 207 out of 1024 #ofDirtyDblWord: 633 out of 4096
- 1131635902 2005.11.10 R71-M0-NF-C:J09-U01 2005-11-10-07.18.22.439990 R71-M0-NF-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 215 out of 1024 #ofDirtyDblWord: 677 out of 4096
- 1131635902 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-07.18.22.539760 R06-M0-NB-C:J07-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 0
- 1131635903 2005.11.10 R41-M0-NE-C:J14-U11 2005-11-10-07.18.23.219506 R41-M0-NE-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 668 out of 4096
- 1131635903 2005.11.10 R51-M1-ND-C:J14-U01 2005-11-10-07.18.23.331125 R51-M1-ND-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 225 out of 1024 #ofDirtyDblWord: 681 out of 4096
- 1131635903 2005.11.10 R45-M1-NA-C:J10-U01 2005-11-10-07.18.23.444843 R45-M1-NA-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 229 out of 1024 #ofDirtyDblWord: 686 out of 4096
- 1131635903 2005.11.10 R43-M0-NE-C:J14-U01 2005-11-10-07.18.23.563664 R43-M0-NE-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 227 out of 1024 #ofDirtyDblWord: 655 out of 4096
- 1131635904 2005.11.10 R57-M1-NE-C:J10-U11 2005-11-10-07.18.24.312951 R57-M1-NE-C:J10-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 225 out of 1024 #ofDirtyDblWord: 667 out of 4096
- 1131635904 2005.11.10 R51-M0-ND-C:J16-U11 2005-11-10-07.18.24.563337 R51-M0-ND-C:J16-U11 RAS KERNEL INFO 4 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected
- 1131635904 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-07.18.24.814226 R64-M1-NF-C:J10-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 7
- 1131635905 2005.11.10 R31-M1-NB-C:J12-U11 2005-11-10-07.18.25.059481 R31-M1-NB-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 218 out of 1024 #ofDirtyDblWord: 659 out of 4096
- 1131635905 2005.11.10 R25-M1-NF-C:J12-U11 2005-11-10-07.18.25.412830 R25-M1-NF-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 211 out of 1024 #ofDirtyDblWord: 626 out of 4096
- 1131635905 2005.11.10 R67-M0-ND-C:J14-U11 2005-11-10-07.18.25.533346 R67-M0-ND-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 685 out of 4096
- 1131635906 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-07.18.26.029807 R32-M0-NF-C:J14-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 13, bit 2
- 1131635906 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-07.18.26.711672 R12-M1-NA-C:J16-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 6
- 1131635906 2005.11.10 R17-M0-NA-C:J14-U01 2005-11-10-07.18.26.946898 R17-M0-NA-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 220 out of 1024 #ofDirtyDblWord: 632 out of 4096
- 1131635907 2005.11.10 R10-M1-NB-C:J16-U11 2005-11-10-07.18.27.046132 R10-M1-NB-C:J16-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 9, bit 1
- 1131635907 2005.11.10 R13-M0-NA-C:J16-U11 2005-11-10-07.18.27.568386 R13-M0-NA-C:J16-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 660 out of 4096
- 1131635907 2005.11.10 R00-M0-NF-C:J16-U01 2005-11-10-07.18.27.867189 R00-M0-NF-C:J16-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 223 out of 1024 #ofDirtyDblWord: 646 out of 4096
- 1131635907 2005.11.10 R07-M0-ND-C:J10-U01 2005-11-10-07.18.27.975051 R07-M0-ND-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 227 out of 1024 #ofDirtyDblWord: 678 out of 4096
- 1131635908 2005.11.10 R55-M1-NC-C:J12-U01 2005-11-10-07.18.28.267434 R55-M1-NC-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 229 out of 1024 #ofDirtyDblWord: 668 out of 4096
- 1131635908 2005.11.10 R20-M0-NC-C:J13-U11 2005-11-10-07.18.28.739443 R20-M0-NC-C:J13-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 31, bit 7
- 1131635908 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-07.18.28.942753 R20-M0-NC-C:J16-U01 RAS KERNEL INFO 14 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 0
- 1131635909 2005.11.10 R53-M0-NA-C:J06-U01 2005-11-10-07.18.29.045148 R53-M0-NA-C:J06-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 224 out of 1024 #ofDirtyDblWord: 668 out of 4096
- 1131635910 2005.11.10 R27-M0-NB-C:J08-U01 2005-11-10-07.18.30.349447 R27-M0-NB-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 221 out of 1024 #ofDirtyDblWord: 644 out of 4096
- 1131635910 2005.11.10 R67-M1-NC-C:J04-U01 2005-11-10-07.18.30.570785 R67-M1-NC-C:J04-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 224 out of 1024 #ofDirtyDblWord: 703 out of 4096
- 1131635910 2005.11.10 R34-M0-NF-C:J08-U01 2005-11-10-07.18.30.785572 R34-M0-NF-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 216 out of 1024 #ofDirtyDblWord: 643 out of 4096
- 1131635911 2005.11.10 R21-M0-NC-C:J02-U11 2005-11-10-07.18.31.023118 R21-M0-NC-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 230 out of 1024 #ofDirtyDblWord: 671 out of 4096
- 1131635911 2005.11.10 R23-M0-ND-C:J06-U11 2005-11-10-07.18.31.127430 R23-M0-ND-C:J06-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 220 out of 1024 #ofDirtyDblWord: 699 out of 4096
- 1131635911 2005.11.10 R73-M0-NF-C:J08-U11 2005-11-10-07.18.31.551439 R73-M0-NF-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 218 out of 1024 #ofDirtyDblWord: 636 out of 4096
- 1131635911 2005.11.10 R71-M1-NB-C:J02-U01 2005-11-10-07.18.31.665185 R71-M1-NB-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 228 out of 1024 #ofDirtyDblWord: 660 out of 4096
- 1131635912 2005.11.10 R10-M1-NF-C:J08-U11 2005-11-10-07.18.32.113840 R10-M1-NF-C:J08-U11 RAS KERNEL INFO 11 ddr errors(s) detected and corrected on rank 0, symbol 9, bit 5
- 1131635912 2005.11.10 R15-M0-NC-C:J04-U11 2005-11-10-07.18.32.526388 R15-M0-NC-C:J04-U11 RAS KERNEL INFO 1 torus receiver z- input pipe error(s) (dcr 0x02f1) detected and corrected
- 1131635912 2005.11.10 R15-M0-NC-C:J04-U11 2005-11-10-07.18.32.635754 R15-M0-NC-C:J04-U11 RAS KERNEL INFO 1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1131635912 2005.11.10 R15-M1-NF-C:J02-U11 2005-11-10-07.18.32.759186 R15-M1-NF-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 643 out of 4096
- 1131635913 2005.11.10 R03-M0-NC-C:J08-U01 2005-11-10-07.18.33.221340 R03-M0-NC-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 688 out of 4096
- 1131635913 2005.11.10 R02-M0-ND-C:J08-U01 2005-11-10-07.18.33.980833 R02-M0-ND-C:J08-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 6, bit 2
- 1131635914 2005.11.10 R01-M0-NC-C:J08-U11 2005-11-10-07.18.34.111186 R01-M0-NC-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 227 out of 1024 #ofDirtyDblWord: 702 out of 4096
- 1131635914 2005.11.10 R75-M1-NB-C:J04-U11 2005-11-10-07.18.34.226411 R75-M1-NB-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 223 out of 1024 #ofDirtyDblWord: 663 out of 4096
- 1131635914 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-07.18.34.432954 R62-M0-NA-C:J07-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 30, bit 4
- 1131635914 2005.11.10 R62-M0-NA-C:J02-U01 2005-11-10-07.18.34.601015 R62-M0-NA-C:J02-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 2
- 1131635915 2005.11.10 R40-M1-NE-C:J15-U01 2005-11-10-07.18.35.479653 R40-M1-NE-C:J15-U01 RAS KERNEL INFO CE sym 33, at 0x165efc80, mask 0x01
- 1131635915 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-07.18.35.571153 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131635915 2005.11.10 R66-M0-NF-C:J11-U11 2005-11-10-07.18.35.796803 R66-M0-NF-C:J11-U11 RAS KERNEL INFO CE sym 13, at 0x13d81ca0, mask 0x80
- 1131635916 2005.11.10 R10-M0-NE-C:J11-U01 2005-11-10-07.18.36.256505 R10-M0-NE-C:J11-U01 RAS KERNEL INFO CE sym 24, at 0x0628e8e0, mask 0x02
- 1131635916 2005.11.10 R00-M1-NE-C:J15-U01 2005-11-10-07.18.36.586912 R00-M1-NE-C:J15-U01 RAS KERNEL INFO CE sym 3, at 0x11b33d00, mask 0x02
- 1131635916 2005.11.10 R12-M1-NC-C:J13-U01 2005-11-10-07.18.36.866393 R12-M1-NC-C:J13-U01 RAS KERNEL INFO CE sym 11, at 0x15feaf60, mask 0x08
- 1131635916 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-07.18.36.993510 R41-M0-NC-C:J05-U01 RAS KERNEL INFO CE sym 22, at 0x041ebe00, mask 0x08
- 1131635917 2005.11.10 R57-M0-NB-C:J07-U11 2005-11-10-07.18.37.209086 R57-M0-NB-C:J07-U11 RAS KERNEL INFO CE sym 35, at 0x0475dd60, mask 0x40
- 1131635917 2005.11.10 R63-M1-NE-C:J09-U01 2005-11-10-07.18.37.549960 R63-M1-NE-C:J09-U01 RAS KERNEL INFO CE sym 15, at 0x020be860, mask 0x04
- 1131635917 2005.11.10 R60-M0-ND-C:J07-U11 2005-11-10-07.18.37.878129 R60-M0-ND-C:J07-U11 RAS KERNEL INFO CE sym 11, at 0x06366640, mask 0x04
- 1131635917 2005.11.10 R73-M1-NA-C:J07-U01 2005-11-10-07.18.37.991699 R73-M1-NA-C:J07-U01 RAS KERNEL INFO 76 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131635918 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-07.18.38.309127 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
- 1131635918 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-07.18.38.716202 R64-M1-NF-C:J10-U01 RAS KERNEL INFO CE sym 28, at 0x144c5720, mask 0x01
- 1131635919 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-07.18.39.139641 R32-M0-NF-C:J14-U01 RAS KERNEL INFO CE sym 13, at 0x04903380, mask 0x20
- 1131635919 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-07.18.39.344324 R12-M1-NA-C:J16-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 7
- 1131635919 2005.11.10 R10-M1-NB-C:J16-U11 2005-11-10-07.18.39.553506 R10-M1-NB-C:J16-U11 RAS KERNEL INFO CE sym 9, at 0x141ee8e0, mask 0x40
- 1131635920 2005.11.10 R20-M0-NC-C:J13-U11 2005-11-10-07.18.40.224015 R20-M0-NC-C:J13-U11 RAS KERNEL INFO CE sym 31, at 0x01d7f500, mask 0x01
- 1131635920 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-07.18.40.331323 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131635920 2005.11.10 R10-M1-NF-C:J08-U11 2005-11-10-07.18.40.762290 R10-M1-NF-C:J08-U11 RAS KERNEL INFO CE sym 9, at 0x139fc420, mask 0x04
- 1131635920 2005.11.10 R15-M0-NC-C:J04-U11 2005-11-10-07.18.40.983601 R15-M0-NC-C:J04-U11 RAS KERNEL INFO 1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected
- 1131635921 2005.11.10 R15-M0-NC-C:J04-U11 2005-11-10-07.18.41.095789 R15-M0-NC-C:J04-U11 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131635921 2005.11.10 R02-M0-ND-C:J08-U01 2005-11-10-07.18.41.611810 R02-M0-ND-C:J08-U01 RAS KERNEL INFO CE sym 6, at 0x02ce1540, mask 0x20
- 1131635921 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-07.18.41.712846 R62-M0-NA-C:J07-U01 RAS KERNEL INFO CE sym 30, at 0x04599b80, mask 0x08
- 1131635921 2005.11.10 R62-M0-NA-C:J02-U01 2005-11-10-07.18.41.814786 R62-M0-NA-C:J02-U01 RAS KERNEL INFO CE sym 2, at 0x0633d620, mask 0x20
- 1131635922 2005.11.10 R40-M1-NE-C:J15-U01 2005-11-10-07.18.42.176426 R40-M1-NE-C:J15-U01 RAS KERNEL INFO CE sym 33, at 0x165efc80, mask 0x01
- 1131635922 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-07.18.42.264058 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131635922 2005.11.10 R66-M0-NF-C:J11-U11 2005-11-10-07.18.42.575150 R66-M0-NF-C:J11-U11 RAS KERNEL INFO CE sym 13, at 0x13d81ca0, mask 0x80
- 1131635923 2005.11.10 R10-M0-NE-C:J11-U01 2005-11-10-07.18.43.041286 R10-M0-NE-C:J11-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635923 2005.11.10 R00-M1-NE-C:J15-U01 2005-11-10-07.18.43.406598 R00-M1-NE-C:J15-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635923 2005.11.10 R12-M1-NC-C:J13-U01 2005-11-10-07.18.43.777806 R12-M1-NC-C:J13-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635923 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-07.18.43.897293 R41-M0-NC-C:J05-U01 RAS KERNEL INFO CE sym 22, at 0x041ebe00, mask 0x08
- 1131635924 2005.11.10 R57-M0-NB-C:J07-U11 2005-11-10-07.18.44.136868 R57-M0-NB-C:J07-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635924 2005.11.10 R63-M1-NE-C:J09-U01 2005-11-10-07.18.44.507567 R63-M1-NE-C:J09-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635924 2005.11.10 R60-M0-ND-C:J07-U11 2005-11-10-07.18.44.854194 R60-M0-ND-C:J07-U11 RAS KERNEL INFO CE sym 11, at 0x06366640, mask 0x04
- 1131635925 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-07.18.45.195448 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
- 1131635925 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-07.18.45.644248 R64-M1-NF-C:J10-U01 RAS KERNEL INFO CE sym 28, at 0x144c5720, mask 0x01
- 1131635926 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-07.18.46.052088 R32-M0-NF-C:J14-U01 RAS KERNEL INFO CE sym 13, at 0x04903380, mask 0x20
- 1131635926 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-07.18.46.265895 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x161850e0, mask 0x01
- 1131635926 2005.11.10 R10-M1-NB-C:J16-U11 2005-11-10-07.18.46.494112 R10-M1-NB-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635927 2005.11.10 R20-M0-NC-C:J13-U11 2005-11-10-07.18.47.169780 R20-M0-NC-C:J13-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635927 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-07.18.47.290081 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131635927 2005.11.10 R10-M1-NF-C:J08-U11 2005-11-10-07.18.47.810407 R10-M1-NF-C:J08-U11 RAS KERNEL INFO CE sym 9, at 0x139fc420, mask 0x04
- 1131635928 2005.11.10 R15-M0-NC-C:J04-U11 2005-11-10-07.18.48.013325 R15-M0-NC-C:J04-U11 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131635928 2005.11.10 R02-M0-ND-C:J08-U01 2005-11-10-07.18.48.647701 R02-M0-ND-C:J08-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635928 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-07.18.48.749270 R62-M0-NA-C:J07-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635928 2005.11.10 R62-M0-NA-C:J02-U01 2005-11-10-07.18.48.850944 R62-M0-NA-C:J02-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635929 2005.11.10 R40-M1-NE-C:J15-U01 2005-11-10-07.18.49.161441 R40-M1-NE-C:J15-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131635929 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-07.18.49.251856 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131635929 2005.11.10 R66-M0-NF-C:J11-U11 2005-11-10-07.18.49.485467 R66-M0-NF-C:J11-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131635930 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-07.18.50.035908 R41-M0-NC-C:J05-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131635930 2005.11.10 R60-M0-ND-C:J07-U11 2005-11-10-07.18.50.359128 R60-M0-ND-C:J07-U11 RAS KERNEL INFO CE sym 11, at 0x06366640, mask 0x04
- 1131635930 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-07.18.50.676066 R06-M0-NB-C:J07-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131635930 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-07.18.50.879645 R64-M1-NF-C:J10-U01 RAS KERNEL INFO CE sym 28, at 0x144c5720, mask 0x01
- 1131635931 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-07.18.51.082790 R32-M0-NF-C:J14-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131635931 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-07.18.51.417875 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x06ba5080, mask 0x02
- 1131635931 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-07.18.51.639322 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131635932 2005.11.10 R10-M1-NF-C:J08-U11 2005-11-10-07.18.52.063529 R10-M1-NF-C:J08-U11 RAS KERNEL INFO CE sym 9, at 0x139fc420, mask 0x04
- 1131635932 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-07.18.52.573624 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131635933 2005.11.10 R60-M0-ND-C:J07-U11 2005-11-10-07.18.53.512221 R60-M0-ND-C:J07-U11 RAS KERNEL INFO CE sym 11, at 0x06366640, mask 0x04
- 1131635933 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-07.18.53.877040 R64-M1-NF-C:J10-U01 RAS KERNEL INFO total of 3 ddr error(s) detected and corrected
- 1131635934 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-07.18.54.236049 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x16b650e0, mask 0x01
