- 1131628689 2005.11.10 R05-M1-NF-C:J09-U01 2005-11-10-05.18.09.523638 R05-M1-NF-C:J09-U01 RAS KERNEL INFO CE sym 19, at 0x09cc4200, mask 0x80
- 1131631513 2005.11.10 R17-M1-N0-C:J08-U11 2005-11-10-06.05.13.522047 R17-M1-N0-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 295 out of 1024 #ofDirtyDblWord: 951 out of 4096
- 1131631513 2005.11.10 R02-M0-ND-C:J08-U01 2005-11-10-06.05.13.633602 R02-M0-ND-C:J08-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 6, bit 2
- 1131631513 2005.11.10 R01-M0-NC-C:J08-U11 2005-11-10-06.05.13.749020 R01-M0-NC-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 306 out of 1024 #ofDirtyDblWord: 915 out of 4096
- 1131631513 2005.11.10 R05-M1-N8-C:J04-U01 2005-11-10-06.05.13.875013 R05-M1-N8-C:J04-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 306 out of 1024 #ofDirtyDblWord: 966 out of 4096
- 1131631513 2005.11.10 R75-M1-NB-C:J04-U11 2005-11-10-06.05.13.987920 R75-M1-NB-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 289 out of 1024 #ofDirtyDblWord: 858 out of 4096
- 1131631514 2005.11.10 R67-M0-ND-C:J14-U11 2005-11-10-06.05.14.100587 R67-M0-ND-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 303 out of 1024 #ofDirtyDblWord: 965 out of 4096
- 1131631514 2005.11.10 R67-M0-ND-C:J08-U01 2005-11-10-06.05.14.212281 R67-M0-ND-C:J08-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 1
- 1131631514 2005.11.10 R40-M1-NE-C:J15-U01 2005-11-10-06.05.14.577651 R40-M1-NE-C:J15-U01 RAS KERNEL INFO CE sym 33, at 0x165efc80, mask 0x01
- 1131631514 2005.11.10 R51-M1-N7-C:J17-U11 2005-11-10-06.05.14.664988 R51-M1-N7-C:J17-U11 RAS KERNEL INFO CE sym 4, at 0x13fb8580, mask 0x02
- 1131631514 2005.11.10 R37-M1-NF-C:J15-U11 2005-11-10-06.05.14.767340 R37-M1-NF-C:J15-U11 RAS KERNEL INFO CE sym 15, at 0x05c42680, mask 0x40
- 1131631514 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-06.05.14.957919 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131631515 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-06.05.15.113796 R65-M1-N6-C:J17-U01 RAS KERNEL INFO CE sym 15, at 0x0ea34280, mask 0x01
- 1131631515 2005.11.10 R66-M1-N1-C:J15-U01 2005-11-10-06.05.15.227490 R66-M1-N1-C:J15-U01 RAS KERNEL INFO CE sym 9, at 0x05ae8720, mask 0x02
- 1131631515 2005.11.10 R66-M0-NF-C:J11-U11 2005-11-10-06.05.15.340511 R66-M0-NF-C:J11-U11 RAS KERNEL INFO CE sym 13, at 0x13d81ca0, mask 0x80
- 1131631515 2005.11.10 R34-M1-N8-C:J13-U11 2005-11-10-06.05.15.453010 R34-M1-N8-C:J13-U11 RAS KERNEL INFO CE sym 35, at 0x09dd5f80, mask 0x40
- 1131631515 2005.11.10 R10-M0-NE-C:J11-U01 2005-11-10-06.05.15.570249 R10-M0-NE-C:J11-U01 RAS KERNEL INFO CE sym 24, at 0x0628e8e0, mask 0x02
- 1131631515 2005.11.10 R00-M1-NE-C:J15-U01 2005-11-10-06.05.15.687545 R00-M1-NE-C:J15-U01 RAS KERNEL INFO CE sym 3, at 0x11b33d00, mask 0x02
- 1131631515 2005.11.10 R07-M0-N6-C:J11-U01 2005-11-10-06.05.15.806131 R07-M0-N6-C:J11-U01 RAS KERNEL INFO CE sym 18, at 0x1808d120, mask 0x80
- 1131631515 2005.11.10 R46-M1-N6-C:J15-U11 2005-11-10-06.05.15.919507 R46-M1-N6-C:J15-U11 RAS KERNEL INFO CE sym 20, at 0x15cf8220, mask 0x02
- 1131631516 2005.11.10 R14-M0-NE-C:J17-U01 2005-11-10-06.05.16.038998 R14-M0-NE-C:J17-U01 RAS KERNEL INFO CE sym 35, at 0x15b83f00, mask 0x10
- 1131631516 2005.11.10 R12-M1-NC-C:J13-U01 2005-11-10-06.05.16.153577 R12-M1-NC-C:J13-U01 RAS KERNEL INFO CE sym 11, at 0x15feaf60, mask 0x08
- 1131631516 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-06.05.16.266414 R41-M0-NC-C:J05-U01 RAS KERNEL INFO CE sym 22, at 0x041ebe00, mask 0x08
- 1131631516 2005.11.10 R43-M1-N6-C:J05-U11 2005-11-10-06.05.16.380627 R43-M1-N6-C:J05-U11 RAS KERNEL INFO CE sym 26, at 0x02512960, mask 0x02
- 1131631516 2005.11.10 R40-M0-NB-C:J03-U11 2005-11-10-06.05.16.500797 R40-M0-NB-C:J03-U11 RAS KERNEL INFO CE sym 0, at 0x05fbb6e0, mask 0x80
- 1131631516 2005.11.10 R21-M0-N7-C:J05-U11 2005-11-10-06.05.16.620346 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
- 1131631516 2005.11.10 R73-M1-NA-C:J07-U01 2005-11-10-06.05.16.733539 R73-M1-NA-C:J07-U01 RAS KERNEL INFO 38 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131631516 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-06.05.16.847115 R62-M0-NA-C:J07-U01 RAS KERNEL INFO CE sym 30, at 0x04599b80, mask 0x08
- 1131631516 2005.11.10 R14-M1-N0-C:J07-U11 2005-11-10-06.05.16.966563 R14-M1-N0-C:J07-U11 RAS KERNEL INFO CE sym 10, at 0x01d7a160, mask 0x10
- 1131631517 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-06.05.17.087941 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131631517 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-06.05.17.200420 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
- 1131631517 2005.11.10 R41-M1-N6-C:J16-U01 2005-11-10-06.05.17.314479 R41-M1-N6-C:J16-U01 RAS KERNEL INFO CE sym 20, at 0x148f7c40, mask 0x40
- 1131631517 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-06.05.17.421388 R64-M1-NF-C:J10-U01 RAS KERNEL INFO CE sym 28, at 0x144c5720, mask 0x01
- 1131631517 2005.11.10 R42-M1-N6-C:J10-U11 2005-11-10-06.05.17.528925 R42-M1-N6-C:J10-U11 RAS KERNEL INFO CE sym 6, at 0x04a44600, mask 0x02
- 1131631517 2005.11.10 R23-M0-N5-C:J12-U01 2005-11-10-06.05.17.636870 R23-M0-N5-C:J12-U01 RAS KERNEL INFO CE sym 29, at 0x14123c20, mask 0x08
- 1131631517 2005.11.10 R74-M1-ND-C:J16-U11 2005-11-10-06.05.17.744471 R74-M1-ND-C:J16-U11 RAS KERNEL INFO CE sym 12, at 0x1205fd60, mask 0x20
- 1131631517 2005.11.10 R74-M1-NE-C:J16-U01 2005-11-10-06.05.17.852322 R74-M1-NE-C:J16-U01 RAS KERNEL INFO CE sym 21, at 0x03209240, mask 0x80
- 1131631517 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-06.05.17.960316 R32-M0-NF-C:J14-U01 RAS KERNEL INFO CE sym 13, at 0x04903380, mask 0x20
- 1131631518 2005.11.10 R60-M0-N1-C:J14-U01 2005-11-10-06.05.18.125090 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
- 1131631518 2005.11.10 R16-M1-N2-C:J16-U11 2005-11-10-06.05.18.259311 R16-M1-N2-C:J16-U11 RAS KERNEL INFO CE sym 6, at 0x01a60980, mask 0x80
- 1131631518 2005.11.10 R06-M0-N6-C:J10-U11 2005-11-10-06.05.18.372605 R06-M0-N6-C:J10-U11 RAS KERNEL INFO CE sym 2, at 0x046461e0, mask 0x10
- 1131631518 2005.11.10 R04-M1-NB-C:J16-U11 2005-11-10-06.05.18.486342 R04-M1-NB-C:J16-U11 RAS KERNEL INFO CE sym 30, at 0x1290eea0, mask 0x04
- 1131631518 2005.11.10 R12-M1-NA-C:J15-U01 2005-11-10-06.05.18.600303 R12-M1-NA-C:J15-U01 RAS KERNEL INFO CE sym 34, at 0x039e6960, mask 0x08
- 1131631518 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-06.05.18.713430 R12-M1-NA-C:J16-U11 RAS KERNEL INFO 6 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 7
- 1131631518 2005.11.10 R50-M0-N4-C:J16-U11 2005-11-10-06.05.18.827389 R50-M0-N4-C:J16-U11 RAS KERNEL INFO CE sym 28, at 0x13359840, mask 0x10
- 1131631518 2005.11.10 R12-M0-N0-C:J16-U11 2005-11-10-06.05.18.946782 R12-M0-N0-C:J16-U11 RAS KERNEL INFO CE sym 33, at 0x0501ac00, mask 0x08
- 1131631519 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-06.05.19.059763 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 3 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected
- 1131631519 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-06.05.19.185050 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 1 torus receiver y- input pipe error(s) (dcr 0x02ef) detected and corrected
- 1131631519 2005.11.10 R26-M1-N4-C:J02-U11 2005-11-10-06.05.19.305029 R26-M1-N4-C:J02-U11 RAS KERNEL INFO CE sym 12, at 0x162a2060, mask 0x20
- 1131631519 2005.11.10 R36-M1-N9-C:J06-U01 2005-11-10-06.05.19.419263 R36-M1-N9-C:J06-U01 RAS KERNEL INFO CE sym 25, at 0x155e28e0, mask 0x08
- 1131631519 2005.11.10 R67-M0-ND-C:J08-U01 2005-11-10-06.05.19.532527 R67-M0-ND-C:J08-U01 RAS KERNEL INFO CE sym 11, at 0x05d130e0, mask 0x40
- 1131631519 2005.11.10 R10-M1-NF-C:J08-U11 2005-11-10-06.05.19.646710 R10-M1-NF-C:J08-U11 RAS KERNEL INFO CE sym 9, at 0x139fc420, mask 0x04
- 1131631519 2005.11.10 R16-M0-N2-C:J06-U01 2005-11-10-06.05.19.760004 R16-M0-N2-C:J06-U01 RAS KERNEL INFO CE sym 30, at 0x12ade480, mask 0x02
- 1131631519 2005.11.10 R13-M1-N1-C:J06-U01 2005-11-10-06.05.19.873655 R13-M1-N1-C:J06-U01 RAS KERNEL INFO CE sym 9, at 0x047a0740, mask 0x04
- 1131631519 2005.11.10 R01-M1-N1-C:J04-U01 2005-11-10-06.05.19.987345 R01-M1-N1-C:J04-U01 RAS KERNEL INFO CE sym 19, at 0x121a6a60, mask 0x01
- 1131631520 2005.11.10 R01-M1-N4-C:J04-U11 2005-11-10-06.05.20.102858 R01-M1-N4-C:J04-U11 RAS KERNEL INFO CE sym 19, at 0x038bf500, mask 0x02
- 1131631520 2005.11.10 R02-M0-ND-C:J08-U01 2005-11-10-06.05.20.228392 R02-M0-ND-C:J08-U01 RAS KERNEL INFO CE sym 6, at 0x02ce1540, mask 0x20
- 1131631520 2005.11.10 R40-M1-NE-C:J15-U01 2005-11-10-06.05.20.579221 R40-M1-NE-C:J15-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631520 2005.11.10 R51-M1-N7-C:J17-U11 2005-11-10-06.05.20.671043 R51-M1-N7-C:J17-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631520 2005.11.10 R37-M1-NF-C:J15-U11 2005-11-10-06.05.20.777864 R37-M1-NF-C:J15-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631520 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-06.05.20.886640 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131631520 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-06.05.20.994136 R65-M1-N6-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631521 2005.11.10 R66-M1-N1-C:J15-U01 2005-11-10-06.05.21.101943 R66-M1-N1-C:J15-U01 RAS KERNEL INFO CE sym 9, at 0x05ae8720, mask 0x02
- 1131631521 2005.11.10 R66-M0-NF-C:J11-U11 2005-11-10-06.05.21.209329 R66-M0-NF-C:J11-U11 RAS KERNEL INFO CE sym 13, at 0x13d81ca0, mask 0x80
- 1131631521 2005.11.10 R34-M1-N8-C:J13-U11 2005-11-10-06.05.21.322491 R34-M1-N8-C:J13-U11 RAS KERNEL INFO CE sym 35, at 0x09dd5f80, mask 0x40
- 1131631521 2005.11.10 R10-M0-NE-C:J11-U01 2005-11-10-06.05.21.502238 R10-M0-NE-C:J11-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631521 2005.11.10 R00-M1-NE-C:J15-U01 2005-11-10-06.05.21.664297 R00-M1-NE-C:J15-U01 RAS KERNEL INFO CE sym 3, at 0x11b33d00, mask 0x02
- 1131631521 2005.11.10 R07-M0-N6-C:J11-U01 2005-11-10-06.05.21.783949 R07-M0-N6-C:J11-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631521 2005.11.10 R46-M1-N6-C:J15-U11 2005-11-10-06.05.21.897644 R46-M1-N6-C:J15-U11 RAS KERNEL INFO CE sym 20, at 0x15cf8220, mask 0x02
- 1131631522 2005.11.10 R14-M0-NE-C:J17-U01 2005-11-10-06.05.22.017183 R14-M0-NE-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631522 2005.11.10 R12-M1-NC-C:J13-U01 2005-11-10-06.05.22.131096 R12-M1-NC-C:J13-U01 RAS KERNEL INFO CE sym 11, at 0x15feaf60, mask 0x08
- 1131631522 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-06.05.22.256606 R41-M0-NC-C:J05-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631522 2005.11.10 R43-M1-N6-C:J05-U11 2005-11-10-06.05.22.381509 R43-M1-N6-C:J05-U11 RAS KERNEL INFO CE sym 26, at 0x023f2960, mask 0x02
- 1131631522 2005.11.10 R40-M0-NB-C:J03-U11 2005-11-10-06.05.22.507885 R40-M0-NB-C:J03-U11 RAS KERNEL INFO CE sym 0, at 0x05fbb6e0, mask 0x80
- 1131631522 2005.11.10 R21-M0-N7-C:J05-U11 2005-11-10-06.05.22.637931 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
- 1131631522 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-06.05.22.770735 R62-M0-NA-C:J07-U01 RAS KERNEL INFO CE sym 30, at 0x04599b80, mask 0x08
- 1131631522 2005.11.10 R14-M1-N0-C:J07-U11 2005-11-10-06.05.22.901568 R14-M1-N0-C:J07-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631523 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-06.05.23.031705 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131631523 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-06.05.23.176325 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
- 1131631523 2005.11.10 R41-M1-N6-C:J16-U01 2005-11-10-06.05.23.315526 R41-M1-N6-C:J16-U01 RAS KERNEL INFO CE sym 20, at 0x148f7c40, mask 0x40
- 1131631523 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-06.05.23.441195 R64-M1-NF-C:J10-U01 RAS KERNEL INFO CE sym 28, at 0x144c5720, mask 0x01
- 1131631523 2005.11.10 R42-M1-N6-C:J10-U11 2005-11-10-06.05.23.560489 R42-M1-N6-C:J10-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631523 2005.11.10 R23-M0-N5-C:J12-U01 2005-11-10-06.05.23.680568 R23-M0-N5-C:J12-U01 RAS KERNEL INFO CE sym 29, at 0x14123c20, mask 0x08
- 1131631523 2005.11.10 R74-M1-ND-C:J16-U11 2005-11-10-06.05.23.799839 R74-M1-ND-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631523 2005.11.10 R74-M1-NE-C:J16-U01 2005-11-10-06.05.23.926015 R74-M1-NE-C:J16-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631524 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-06.05.24.051579 R32-M0-NF-C:J14-U01 RAS KERNEL INFO CE sym 13, at 0x04903380, mask 0x20
- 1131631524 2005.11.10 R60-M0-N1-C:J14-U01 2005-11-10-06.05.24.171185 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
- 1131631524 2005.11.10 R16-M1-N2-C:J16-U11 2005-11-10-06.05.24.290787 R16-M1-N2-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631524 2005.11.10 R06-M0-N6-C:J10-U11 2005-11-10-06.05.24.422240 R06-M0-N6-C:J10-U11 RAS KERNEL INFO CE sym 2, at 0x046461e0, mask 0x10
- 1131631524 2005.11.10 R04-M1-NB-C:J16-U11 2005-11-10-06.05.24.548077 R04-M1-NB-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631524 2005.11.10 R12-M1-NA-C:J15-U01 2005-11-10-06.05.24.667872 R12-M1-NA-C:J15-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631524 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-06.05.24.779881 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x161850e0, mask 0x01
- 1131631524 2005.11.10 R50-M0-N4-C:J16-U11 2005-11-10-06.05.24.895009 R50-M0-N4-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631525 2005.11.10 R12-M0-N0-C:J16-U11 2005-11-10-06.05.25.020300 R12-M0-N0-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631525 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-06.05.25.140841 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected
- 1131631525 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-06.05.25.252571 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 7 torus receiver z- input pipe error(s) (dcr 0x02f1) detected and corrected
- 1131631525 2005.11.10 R26-M1-N4-C:J02-U11 2005-11-10-06.05.25.367300 R26-M1-N4-C:J02-U11 RAS KERNEL INFO CE sym 12, at 0x162a2060, mask 0x20
- 1131631525 2005.11.10 R36-M1-N9-C:J06-U01 2005-11-10-06.05.25.481188 R36-M1-N9-C:J06-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631525 2005.11.10 R67-M0-ND-C:J08-U01 2005-11-10-06.05.25.600292 R67-M0-ND-C:J08-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631525 2005.11.10 R10-M1-NF-C:J08-U11 2005-11-10-06.05.25.716791 R10-M1-NF-C:J08-U11 RAS KERNEL INFO CE sym 9, at 0x139fc420, mask 0x04
- 1131631525 2005.11.10 R16-M0-N2-C:J06-U01 2005-11-10-06.05.25.827950 R16-M0-N2-C:J06-U01 RAS KERNEL INFO CE sym 30, at 0x12ade480, mask 0x02
- 1131631525 2005.11.10 R13-M1-N1-C:J06-U01 2005-11-10-06.05.25.941376 R13-M1-N1-C:J06-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631526 2005.11.10 R01-M1-N1-C:J04-U01 2005-11-10-06.05.26.062011 R01-M1-N1-C:J04-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631526 2005.11.10 R01-M1-N4-C:J04-U11 2005-11-10-06.05.26.180616 R01-M1-N4-C:J04-U11 RAS KERNEL INFO CE sym 19, at 0x038bf500, mask 0x02
- 1131631526 2005.11.10 R02-M0-ND-C:J08-U01 2005-11-10-06.05.26.288980 R02-M0-ND-C:J08-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131631526 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-06.05.26.601548 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131631526 2005.11.10 R66-M1-N1-C:J15-U01 2005-11-10-06.05.26.684071 R66-M1-N1-C:J15-U01 RAS KERNEL INFO CE sym 9, at 0x05ae8720, mask 0x02
- 1131631526 2005.11.10 R66-M0-NF-C:J11-U11 2005-11-10-06.05.26.779836 R66-M0-NF-C:J11-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131631526 2005.11.10 R34-M1-N8-C:J13-U11 2005-11-10-06.05.26.875599 R34-M1-N8-C:J13-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131631526 2005.11.10 R00-M1-NE-C:J15-U01 2005-11-10-06.05.26.971514 R00-M1-NE-C:J15-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131631527 2005.11.10 R46-M1-N6-C:J15-U11 2005-11-10-06.05.27.066718 R46-M1-N6-C:J15-U11 RAS KERNEL INFO CE sym 20, at 0x15cf8220, mask 0x02
- 1131631527 2005.11.10 R12-M1-NC-C:J13-U01 2005-11-10-06.05.27.174871 R12-M1-NC-C:J13-U01 RAS KERNEL INFO CE sym 11, at 0x15feaf60, mask 0x08
- 1131631527 2005.11.10 R43-M1-N6-C:J05-U11 2005-11-10-06.05.27.276385 R43-M1-N6-C:J05-U11 RAS KERNEL INFO CE sym 26, at 0x02512960, mask 0x02
- 1131631527 2005.11.10 R40-M0-NB-C:J03-U11 2005-11-10-06.05.27.372195 R40-M0-NB-C:J03-U11 RAS KERNEL INFO CE sym 0, at 0x05fbb6e0, mask 0x80
- 1131631527 2005.11.10 R21-M0-N7-C:J05-U11 2005-11-10-06.05.27.527539 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
- 1131631527 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-06.05.27.677336 R62-M0-NA-C:J07-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131631527 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-06.05.27.784209 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131631527 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-06.05.27.892904 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
- 1131631528 2005.11.10 R41-M1-N6-C:J16-U01 2005-11-10-06.05.28.000444 R41-M1-N6-C:J16-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131631528 2005.11.10 R64-M1-NF-C:J10-U01 2005-11-10-06.05.28.100402 R64-M1-NF-C:J10-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131631528 2005.11.10 R23-M0-N5-C:J12-U01 2005-11-10-06.05.28.208915 R23-M0-N5-C:J12-U01 RAS KERNEL INFO CE sym 29, at 0x14123c20, mask 0x08
- 1131631528 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-06.05.28.346135 R32-M0-NF-C:J14-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131631528 2005.11.10 R60-M0-N1-C:J14-U01 2005-11-10-06.05.28.449172 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
- 1131631528 2005.11.10 R12-M1-NA-C:J16-U11 2005-11-10-06.05.28.550912 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x06ba5080, mask 0x02
- 1131631528 2005.11.10 R06-M0-N6-C:J10-U11 2005-11-10-06.05.28.652441 R06-M0-N6-C:J10-U11 RAS KERNEL INFO CE sym 2, at 0x046461e0, mask 0x10
- 1131631528 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-06.05.28.754382 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 18 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected
- 1131631528 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-06.05.28.854590 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 19 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131631528 2005.11.10 R26-M1-N4-C:J02-U11 2005-11-10-06.05.28.957300 R26-M1-N4-C:J02-U11 RAS KERNEL INFO CE sym 12, at 0x162a2060, mask 0x20
- 1131631529 2005.11.10 R10-M1-NF-C:J08-U11 2005-11-10-06.05.29.070784 R10-M1-NF-C:J08-U11 RAS KERNEL INFO CE sym 9, at 0x139fc420, mask 0x04
- 1131631529 2005.11.10 R16-M0-N2-C:J06-U01 2005-11-10-06.05.29.184817 R16-M0-N2-C:J06-U01 RAS KERNEL INFO CE sym 30, at 0x12ade480, mask 0x02
- 1131631529 2005.11.10 R01-M1-N4-C:J04-U11 2005-11-10-06.05.29.286166 R01-M1-N4-C:J04-U11 RAS KERNEL INFO CE sym 19, at 0x038bf500, mask 0x02
- 1131631529 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-06.05.29.582589 R20-M1-NF-C:J11-U11 RAS KERNEL INFO total of 3 ddr error(s) detected and corrected
- 1131631529 2005.11.10 R66-M1-N1-C:J15-U01 2005-11-10-06.05.29.661609 R66-M1-N1-C:J15-U01 RAS KERNEL INFO total of 3 ddr error(s) detected and corrected
- 1131631529 2005.11.10 R46-M1-N6-C:J15-U11 2005-11-10-06.05.29.759515 R46-M1-N6-C:J15-U11 RAS KERNEL INFO CE sym 20, at 0x15cf8220, mask 0x02
- 1131631529 2005.11.10 R12-M1-NC-C:J13-U01 2005-11-10-06.05.29.855392 R12-M1-NC-C:J13-U01 RAS KERNEL INFO total of 3 ddr error(s) detected and corrected
- 1131631529 2005.11.10 R43-M1-N6-C:J05-U11 2005-11-10-06.05.29.951084 R43-M1-N6-C:J05-U11 RAS KERNEL INFO CE sym 26, at 0x02532960, mask 0x02
- 1131631530 2005.11.10 R40-M0-NB-C:J03-U11 2005-11-10-06.05.30.046702 R40-M0-NB-C:J03-U11 RAS KERNEL INFO CE sym 0, at 0x05fbb6e0, mask 0x80
- 1131631530 2005.11.10 R21-M0-N7-C:J05-U11 2005-11-10-06.05.30.142464 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
- 1131631530 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-06.05.30.260752 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131631530 2005.11.10 R06-M0-NB-C:J07-U01 2005-11-10-06.05.30.363692 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
