1137585740 2006.01.18 bn398 Jan 18 04:02:20 bn398/bn398 sendmail[31373]: My unqualified host name (bn398) unknown; sleeping for retry
1137585808 2006.01.18 bn436 Jan 18 04:03:28 bn436/bn436 crond(pam_unix)[31855]: session closed for user root
1137585808 2006.01.18 bn441 Jan 18 04:03:28 bn441/bn441 crond(pam_unix)[31998]: session closed for user root
1137585808 2006.01.18 bn444 Jan 18 04:03:28 bn444/bn444 crond(pam_unix)[30114]: session closed for user root
1137585808 2006.01.18 bn459 Jan 18 04:03:28 bn459/bn459 crond(pam_unix)[31972]: session closed for user root
1137585808 2006.01.18 bn469 Jan 18 04:03:28 bn469/bn469 crond(pam_unix)[31756]: session closed for user root
1137585808 2006.01.18 bn483 Jan 18 04:03:28 bn483/bn483 crond(pam_unix)[31749]: session closed for user root
1137585808 2006.01.18 bn489 Jan 18 04:03:28 bn489/bn489 crond(pam_unix)[30115]: session closed for user root
1137585808 2006.01.18 bn505 Jan 18 04:03:28 bn505/bn505 crond(pam_unix)[32107]: session closed for user root
1137585808 2006.01.18 bn507 Jan 18 04:03:28 bn507/bn507 crond(pam_unix)[32107]: session closed for user root
1137585808 2006.01.18 bn522 Jan 18 04:03:28 bn522/bn522 crond(pam_unix)[31947]: session closed for user root
1137585808 2006.01.18 bn54 Jan 18 04:03:28 bn54/bn54 crond(pam_unix)[30058]: session closed for user root
1137585808 2006.01.18 bn562 Jan 18 04:03:28 bn562/bn562 crond(pam_unix)[31400]: session closed for user root
1137585808 2006.01.18 bn57 Jan 18 04:03:28 bn57/bn57 crond(pam_unix)[30098]: session closed for user root
1137585808 2006.01.18 bn605 Jan 18 04:03:28 bn605/bn605 crond(pam_unix)[31748]: session closed for user root
1137585808 2006.01.18 bn616 Jan 18 04:03:28 bn616/bn616 anacron[3625]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 bn629 Jan 18 04:03:28 bn629/bn629 crond(pam_unix)[31720]: session closed for user root
1137585808 2006.01.18 bn641 Jan 18 04:03:28 bn641/bn641 crond(pam_unix)[31702]: session closed for user root
1137585808 2006.01.18 bn672 Jan 18 04:03:28 bn672/bn672 crond(pam_unix)[30117]: session closed for user root
1137585808 2006.01.18 bn733 Jan 18 04:03:28 bn733/bn733 crond(pam_unix)[31662]: session closed for user root
1137585808 2006.01.18 bn74 Jan 18 04:03:28 bn74/bn74 crond(pam_unix)[29818]: session closed for user root
1137585808 2006.01.18 bn751 Jan 18 04:03:28 bn751/bn751 crond(pam_unix)[32000]: session closed for user root
1137585808 2006.01.18 bn759 Jan 18 04:03:28 bn759/bn759 crond(pam_unix)[32007]: session closed for user root
1137585808 2006.01.18 bn767 Jan 18 04:03:28 bn767/bn767 crond(pam_unix)[31791]: session closed for user root
1137585808 2006.01.18 bn784 Jan 18 04:03:28 bn784/bn784 crond(pam_unix)[31995]: session closed for user root
1137585808 2006.01.18 bn828 Jan 18 04:03:28 bn828/bn828 crond(pam_unix)[31667]: session closed for user root
1137585808 2006.01.18 bn835 Jan 18 04:03:28 bn835/bn835 crond(pam_unix)[32013]: session closed for user root
1137585808 2006.01.18 bn869 Jan 18 04:03:28 bn869/bn869 crond(pam_unix)[31605]: session closed for user root
1137585808 2006.01.18 bn898 Jan 18 04:03:28 bn898/bn898 crond(pam_unix)[32624]: session closed for user root
1137585808 2006.01.18 bn90 Jan 18 04:03:28 bn90/bn90 crond(pam_unix)[31112]: session closed for user root
1137585808 2006.01.18 bn904 Jan 18 04:03:28 bn904/bn904 sendmail[31782]: k0IB3SKV031782: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3SKV031782@bn904>, relay=#7#@localhost
1137585808 2006.01.18 bn904 Jan 18 04:03:28 bn904/bn904 sendmail[31782]: k0IB3SKV031782: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585808 2006.01.18 bn904 Jan 18 04:03:28 bn904/bn904 sendmail[31782]: unable to qualify my own domain name (bn904) -- using short name
1137585808 2006.01.18 bn924 Jan 18 04:03:28 bn924/bn924 crond(pam_unix)[31607]: session closed for user root
1137585808 2006.01.18 bn938 Jan 18 04:03:28 bn938/bn938 crond(pam_unix)[31803]: session closed for user root
1137585808 2006.01.18 bn967 Jan 18 04:03:28 bn967/bn967 crond(pam_unix)[28475]: session closed for user root
1137585808 2006.01.18 bn982 Jan 18 04:03:28 bn982/bn982 crond(pam_unix)[28476]: session closed for user root
1137585808 2006.01.18 bn987 Jan 18 04:03:28 bn987/bn987 crond(pam_unix)[28497]: session closed for user root
1137585808 2006.01.18 bn990 Jan 18 04:03:28 bn990/bn990 anacron[28912]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 bn994 Jan 18 04:03:28 bn994/bn994 crond(pam_unix)[28234]: session closed for user root
1137585808 2006.01.18 cn191 Jan 18 04:03:28 cn191/cn191 crond(pam_unix)[2461]: session closed for user root
1137585808 2006.01.18 cn218 Jan 18 04:03:28 cn218/cn218 crond(pam_unix)[2504]: session closed for user root
1137585808 2006.01.18 cn529 Jan 18 04:03:28 cn529/cn529 crond(pam_unix)[7812]: session closed for user root
1137585808 2006.01.18 cn538 Jan 18 04:03:28 cn538/cn538 crond(pam_unix)[7985]: session closed for user root
1137585808 2006.01.18 cn564 Jan 18 04:03:28 cn564/cn564 anacron[8734]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 cn576 Jan 18 04:03:28 cn576/cn576 anacron[8627]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 cn684 Jan 18 04:03:28 cn684/cn684 crond(pam_unix)[8306]: session closed for user root
1137585808 2006.01.18 cn699 Jan 18 04:03:28 cn699/cn699 crond(pam_unix)[8330]: session closed for user root
1137585808 2006.01.18 cn708 Jan 18 04:03:28 cn708/cn708 crond(pam_unix)[7958]: session closed for user root
1137585808 2006.01.18 cn713 Jan 18 04:03:28 cn713/cn713 crond(pam_unix)[8414]: session closed for user root
1137585808 2006.01.18 cn724 Jan 18 04:03:28 cn724/cn724 crond(pam_unix)[8497]: session closed for user root
1137585808 2006.01.18 dn101 Jan 18 04:03:28 dn101/dn101 anacron[4633]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 dn144 Jan 18 04:03:28 dn144/dn144 crond(pam_unix)[29751]: session closed for user root
1137585808 2006.01.18 dn173 Jan 18 04:03:28 dn173/dn173 anacron[4634]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 dn184 Jan 18 04:03:28 dn184/dn184 crond(pam_unix)[29706]: session closed for user root
1137585808 2006.01.18 dn189 Jan 18 04:03:28 dn189/dn189 crond(pam_unix)[32196]: session closed for user root
1137585808 2006.01.18 dn210 Jan 18 04:03:28 dn210/dn210 crond(pam_unix)[32186]: session closed for user root
1137585808 2006.01.18 dn228 Jan 18 04:03:28 dn228/dn228 crond(pam_unix)[32084]: session closed for user root
1137585808 2006.01.18 dn253 Jan 18 04:03:28 dn253/dn253 crond(pam_unix)[29764]: session closed for user root
1137585808 2006.01.18 dn257 Jan 18 04:03:28 dn257/dn257 crond(pam_unix)[31817]: session closed for user root
1137585808 2006.01.18 dn271 Jan 18 04:03:28 dn271/dn271 crond(pam_unix)[29781]: session closed for user root
1137585808 2006.01.18 dn322 Jan 18 04:03:28 dn322/dn322 anacron[4730]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 dn355 Jan 18 04:03:28 dn355/dn355 anacron[4747]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 dn43 Jan 18 04:03:28 dn43/dn43 crond(pam_unix)[32334]: session closed for user root
1137585808 2006.01.18 dn455 Jan 18 04:03:28 dn455/dn455 crond(pam_unix)[31847]: session closed for user root
1137585808 2006.01.18 dn464 Jan 18 04:03:28 dn464/dn464 crond(pam_unix)[31747]: session closed for user root
1137585808 2006.01.18 dn480 Jan 18 04:03:28 dn480/dn480 crond(pam_unix)[31744]: session closed for user root
1137585808 2006.01.18 dn513 Jan 18 04:03:28 dn513/dn513 crond(pam_unix)[31685]: session closed for user root
1137585808 2006.01.18 dn622 Jan 18 04:03:28 dn622/dn622 crond(pam_unix)[11055]: session closed for user root
1137585808 2006.01.18 dn624 Jan 18 04:03:28 dn624/dn624 crond(pam_unix)[11062]: session closed for user root
1137585808 2006.01.18 dn644 Jan 18 04:03:28 dn644/dn644 anacron[4690]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 dn646 Jan 18 04:03:28 dn646/dn646 anacron[4701]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585808 2006.01.18 dn7 Jan 18 04:03:28 dn7/dn7 crond(pam_unix)[30135]: session closed for user root
1137585808 2006.01.18 dn740 Jan 18 04:03:28 dn740/dn740 crond(pam_unix)[31500]: session closed for user root
1137585808 2006.01.18 dn745 Jan 18 04:03:28 dn745/dn745 sendmail[32183]: k0IB3Sda032183: from=root, size=1601, class=0, nrcpts=1, msgid=<200601181103.k0IB3Sda032183@dn745>, relay=#7#@localhost
1137585808 2006.01.18 dn745 Jan 18 04:03:28 dn745/dn745 sendmail[32183]: k0IB3Sda032183: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31601, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585808 2006.01.18 dn745 Jan 18 04:03:28 dn745/dn745 sendmail[32183]: unable to qualify my own domain name (dn745) -- using short name
1137585808 2006.01.18 dn804 Jan 18 04:03:28 dn804/dn804 crond(pam_unix)[32145]: session closed for user root
1137585808 2006.01.18 dn878 Jan 18 04:03:28 dn878/dn878 crond(pam_unix)[32061]: session closed for user root
1137585808 2006.01.18 dn885 Jan 18 04:03:28 dn885/dn885 crond(pam_unix)[32119]: session closed for user root
1137585808 2006.01.18 dn886 Jan 18 04:03:28 dn886/dn886 sendmail[4478]: k0IB3SWZ004478: from=root, size=1827, class=0, nrcpts=1, msgid=<200601181103.k0IB3SWZ004478@dn886>, relay=#7#@localhost
1137585808 2006.01.18 dn886 Jan 18 04:03:28 dn886/dn886 sendmail[4478]: k0IB3SWZ004478: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31827, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585808 2006.01.18 dn886 Jan 18 04:03:28 dn886/dn886 sendmail[4478]: unable to qualify my own domain name (dn886) -- using short name
1137585808 2006.01.18 dn917 Jan 18 04:03:28 dn917/dn917 crond(pam_unix)[32046]: session closed for user root
1137585808 2006.01.18 dn941 Jan 18 04:03:28 dn941/dn941 crond(pam_unix)[32036]: session closed for user root
1137585808 2006.01.18 dn987 Jan 18 04:03:28 dn987/dn987 crond(pam_unix)[32035]: session closed for user root
1137585809 2006.01.18 an102 Jan 18 04:03:29 an102/an102 crond(pam_unix)[11824]: session closed for user root
1137585809 2006.01.18 an1024 Jan 18 04:03:29 an1024/an1024 crond(pam_unix)[3769]: session closed for user root
1137585809 2006.01.18 an135 Jan 18 04:03:29 an135/an135 crond(pam_unix)[6681]: session closed for user root
1137585809 2006.01.18 an170 Jan 18 04:03:29 an170/an170 crond(pam_unix)[15187]: session closed for user root
1137585809 2006.01.18 an201 Jan 18 04:03:29 an201/an201 crond(pam_unix)[16131]: session closed for user root
1137585809 2006.01.18 an211 Jan 18 04:03:29 an211/an211 crond(pam_unix)[16437]: session closed for user root
1137585809 2006.01.18 an25 Jan 18 04:03:29 an25/an25 crond(pam_unix)[15175]: session closed for user root
1137585809 2006.01.18 an27 Jan 18 04:03:29 an27/an27 crond(pam_unix)[16221]: session closed for user root
1137585809 2006.01.18 an29 Jan 18 04:03:29 an29/an29 crond(pam_unix)[16486]: session closed for user root
1137585809 2006.01.18 an34 Jan 18 04:03:29 an34/an34 crond(pam_unix)[16076]: session closed for user root
1137585809 2006.01.18 an349 Jan 18 04:03:29 an349/an349 crond(pam_unix)[3230]: session closed for user root
1137585809 2006.01.18 an36 Jan 18 04:03:29 an36/an36 crond(pam_unix)[32096]: session closed for user root
1137585809 2006.01.18 an486 Jan 18 04:03:29 an486/an486 crond(pam_unix)[3750]: session closed for user root
1137585809 2006.01.18 an488 Jan 18 04:03:29 an488/an488 anacron[4389]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585809 2006.01.18 an500 Jan 18 04:03:29 an500/an500 crond(pam_unix)[32100]: session closed for user root
1137585809 2006.01.18 an535 Jan 18 04:03:29 an535/an535 crond(pam_unix)[3678]: session closed for user root
1137585809 2006.01.18 an617 Jan 18 04:03:29 an617/an617 crond(pam_unix)[2936]: session closed for user root
1137585809 2006.01.18 an668 Jan 18 04:03:29 an668/an668 crond(pam_unix)[32094]: session closed for user root
1137585809 2006.01.18 an777 Jan 18 04:03:29 an777/an777 crond(pam_unix)[32101]: session closed for user root
1137585809 2006.01.18 an778 Jan 18 04:03:29 an778/an778 crond(pam_unix)[32099]: session closed for user root
1137585809 2006.01.18 an834 Jan 18 04:03:29 an834/an834 crond(pam_unix)[3208]: session closed for user root
1137585809 2006.01.18 an840 Jan 18 04:03:29 an840/an840 crond(pam_unix)[3136]: session closed for user root
1137585809 2006.01.18 an841 Jan 18 04:03:29 an841/an841 crond(pam_unix)[32097]: session closed for user root
1137585809 2006.01.18 bn105 Jan 18 04:03:29 bn105/bn105 crond(pam_unix)[31349]: session closed for user root
1137585809 2006.01.18 bn149 Jan 18 04:03:29 bn149/bn149 crond(pam_unix)[31678]: session closed for user root
1137585809 2006.01.18 bn155 Jan 18 04:03:29 bn155/bn155 crond(pam_unix)[31322]: session closed for user root
1137585809 2006.01.18 bn201 Jan 18 04:03:29 bn201/bn201 crond(pam_unix)[31617]: session closed for user root
1137585809 2006.01.18 bn227 Jan 18 04:03:29 bn227/bn227 sendmail[3518]: k0IB3T5e003518: from=root, size=1827, class=0, nrcpts=1, msgid=<200601181103.k0IB3T5e003518@bn227>, relay=#7#@localhost
1137585809 2006.01.18 bn227 Jan 18 04:03:29 bn227/bn227 sendmail[3518]: k0IB3T5e003518: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31827, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 bn227 Jan 18 04:03:29 bn227/bn227 sendmail[3518]: unable to qualify my own domain name (bn227) -- using short name
1137585809 2006.01.18 bn259 Jan 18 04:03:29 bn259/bn259 crond(pam_unix)[31736]: session closed for user root
1137585809 2006.01.18 bn274 Jan 18 04:03:29 bn274/bn274 crond(pam_unix)[31291]: session closed for user root
1137585809 2006.01.18 bn295 Jan 18 04:03:29 bn295/bn295 crond(pam_unix)[31457]: session closed for user root
1137585809 2006.01.18 bn301 Jan 18 04:03:29 bn301/bn301 crond(pam_unix)[31506]: session closed for user root
1137585809 2006.01.18 bn32 Jan 18 04:03:29 bn32/bn32 crond(pam_unix)[30406]: session closed for user root
1137585809 2006.01.18 bn327 Jan 18 04:03:29 bn327/bn327 crond(pam_unix)[31025]: session closed for user root
1137585809 2006.01.18 bn345 Jan 18 04:03:29 bn345/bn345 crond(pam_unix)[31370]: session closed for user root
1137585809 2006.01.18 bn409 Jan 18 04:03:29 bn409/bn409 crond(pam_unix)[31548]: session closed for user root
1137585809 2006.01.18 bn437 Jan 18 04:03:29 bn437/bn437 crond(pam_unix)[30105]: session closed for user root
1137585809 2006.01.18 bn496 Jan 18 04:03:29 bn496/bn496 crond(pam_unix)[27019]: session closed for user root
1137585809 2006.01.18 bn503 Jan 18 04:03:29 bn503/bn503 crond(pam_unix)[27010]: session closed for user root
1137585809 2006.01.18 bn515 Jan 18 04:03:29 bn515/bn515 crond(pam_unix)[27148]: session closed for user root
1137585809 2006.01.18 bn547 Jan 18 04:03:29 bn547/bn547 crond(pam_unix)[27056]: session closed for user root
1137585809 2006.01.18 bn568 Jan 18 04:03:29 bn568/bn568 crond(pam_unix)[31398]: session closed for user root
1137585809 2006.01.18 bn581 Jan 18 04:03:29 bn581/bn581 crond(pam_unix)[31860]: session closed for user root
1137585809 2006.01.18 bn597 Jan 18 04:03:29 bn597/bn597 crond(pam_unix)[31781]: session closed for user root
1137585809 2006.01.18 bn674 Jan 18 04:03:29 bn674/bn674 crond(pam_unix)[31717]: session closed for user root
1137585809 2006.01.18 bn708 Jan 18 04:03:29 bn708/bn708 crond(pam_unix)[32417]: session closed for user root
1137585809 2006.01.18 bn738 Jan 18 04:03:29 bn738/bn738 crond(pam_unix)[28216]: session closed for user root
1137585809 2006.01.18 bn741 Jan 18 04:03:29 bn741/bn741 crond(pam_unix)[30071]: session closed for user root
1137585809 2006.01.18 bn774 Jan 18 04:03:29 bn774/bn774 crond(pam_unix)[31652]: session closed for user root
1137585809 2006.01.18 bn80 Jan 18 04:03:29 bn80/bn80 crond(pam_unix)[31300]: session closed for user root
1137585809 2006.01.18 bn804 Jan 18 04:03:29 bn804/bn804 crond(pam_unix)[31656]: session closed for user root
1137585809 2006.01.18 bn811 Jan 18 04:03:29 bn811/bn811 crond(pam_unix)[31998]: session closed for user root
1137585809 2006.01.18 bn813 Jan 18 04:03:29 bn813/bn813 crond(pam_unix)[31646]: session closed for user root
1137585809 2006.01.18 bn82 Jan 18 04:03:29 bn82/bn82 crond(pam_unix)[31344]: session closed for user root
1137585809 2006.01.18 bn834 Jan 18 04:03:29 bn834/bn834 crond(pam_unix)[31668]: session closed for user root
1137585809 2006.01.18 bn841 Jan 18 04:03:29 bn841/bn841 crond(pam_unix)[31623]: session closed for user root
1137585809 2006.01.18 bn856 Jan 18 04:03:29 bn856/bn856 crond(pam_unix)[31675]: session closed for user root
1137585809 2006.01.18 bn894 Jan 18 04:03:29 bn894/bn894 crond(pam_unix)[31899]: session closed for user root
1137585809 2006.01.18 bn904 Jan 18 04:03:29 bn904/bn904 anacron[31897]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585809 2006.01.18 bn906 Jan 18 04:03:29 bn906/bn906 crond(pam_unix)[31445]: session closed for user root
1137585809 2006.01.18 bn907 Jan 18 04:03:29 bn907/bn907 crond(pam_unix)[31809]: session closed for user root
1137585809 2006.01.18 bn985 Jan 18 04:03:29 bn985/bn985 crond(pam_unix)[28575]: session closed for user root
1137585809 2006.01.18 #32# Jan 18 04:03:29 #32#/#32# kernel: LustreError: 20629:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -115 connecting 10.100.20.251/1023 -> 10.0.4.80/988
1137585809 2006.01.18 #32# Jan 18 04:03:29 #32#/#32# kernel: LustreError: Unexpected error -115 connecting to host 10.0.4.80 on port 988
1137585809 2006.01.18 #32# Jan 18 04:03:29 #32#/#32# kernel: LustreError: previously skipped 2 similar messages
1137585809 2006.01.18 cn37 Jan 18 04:03:29 cn37/cn37 sendmail[2805]: k0IB3Tbs002805: from=root, size=1540, class=0, nrcpts=1, msgid=<200601181103.k0IB3Tbs002805@cn37>, relay=#7#@localhost
1137585809 2006.01.18 cn37 Jan 18 04:03:29 cn37/cn37 sendmail[2805]: k0IB3Tbs002805: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31540, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 cn37 Jan 18 04:03:29 cn37/cn37 sendmail[2805]: unable to qualify my own domain name (cn37) -- using short name
1137585809 2006.01.18 cn579 Jan 18 04:03:29 cn579/cn579 crond(pam_unix)[7908]: session closed for user root
1137585809 2006.01.18 cn590 Jan 18 04:03:29 cn590/cn590 anacron[8752]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585809 2006.01.18 cn668 Jan 18 04:03:29 cn668/cn668 crond(pam_unix)[8350]: session closed for user root
1137585809 2006.01.18 cn673 Jan 18 04:03:29 cn673/cn673 crond(pam_unix)[8313]: session closed for user root
1137585809 2006.01.18 cn729 Jan 18 04:03:29 cn729/cn729 crond(pam_unix)[8333]: session closed for user root
1137585809 2006.01.18 cn730 Jan 18 04:03:29 cn730/cn730 crond(pam_unix)[8335]: session closed for user root
1137585809 2006.01.18 cn747 Jan 18 04:03:29 cn747/cn747 crond(pam_unix)[8344]: session closed for user root
1137585809 2006.01.18 cn759 Jan 18 04:03:29 cn759/cn759 crond(pam_unix)[8339]: session closed for user root
1137585809 2006.01.18 cn765 Jan 18 04:03:29 cn765/cn765 crond(pam_unix)[8340]: session closed for user root
1137585809 2006.01.18 cn768 Jan 18 04:03:29 cn768/cn768 crond(pam_unix)[8375]: session closed for user root
1137585809 2006.01.18 cn790 Jan 18 04:03:29 cn790/cn790 sendmail[2602]: k0IB3TmW002602: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3TmW002602@cn790>, relay=#7#@localhost
1137585809 2006.01.18 cn790 Jan 18 04:03:29 cn790/cn790 sendmail[2602]: k0IB3TmW002602: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 cn790 Jan 18 04:03:29 cn790/cn790 sendmail[2602]: unable to qualify my own domain name (cn790) -- using short name
1137585809 2006.01.18 cn800 Jan 18 04:03:29 cn800/cn800 crond(pam_unix)[1999]: session closed for user root
1137585809 2006.01.18 cn860 Jan 18 04:03:29 cn860/cn860 crond(pam_unix)[2220]: session closed for user root
1137585809 2006.01.18 dn128 Jan 18 04:03:29 dn128/dn128 crond(pam_unix)[29722]: session closed for user root
1137585809 2006.01.18 dn134 Jan 18 04:03:29 dn134/dn134 crond(pam_unix)[29712]: session closed for user root
1137585809 2006.01.18 dn248 Jan 18 04:03:29 dn248/dn248 crond(pam_unix)[29739]: session closed for user root
1137585809 2006.01.18 dn413 Jan 18 04:03:29 dn413/dn413 crond(pam_unix)[31801]: session closed for user root
1137585809 2006.01.18 dn431 Jan 18 04:03:29 dn431/dn431 crond(pam_unix)[31810]: session closed for user root
1137585809 2006.01.18 dn462 Jan 18 04:03:29 dn462/dn462 crond(pam_unix)[31743]: session closed for user root
1137585809 2006.01.18 dn47 Jan 18 04:03:29 dn47/dn47 sendmail[30031]: k0IB3TUX030031: from=root, size=1597, class=0, nrcpts=1, msgid=<200601181103.k0IB3TUX030031@dn47>, relay=#7#@localhost
1137585809 2006.01.18 dn47 Jan 18 04:03:29 dn47/dn47 sendmail[30031]: k0IB3TUX030031: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31597, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 dn47 Jan 18 04:03:29 dn47/dn47 sendmail[30031]: unable to qualify my own domain name (dn47) -- using short name
1137585809 2006.01.18 dn495 Jan 18 04:03:29 dn495/dn495 crond(pam_unix)[31745]: session closed for user root
1137585809 2006.01.18 dn566 Jan 18 04:03:29 dn566/dn566 anacron[4812]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585809 2006.01.18 dn569 Jan 18 04:03:29 dn569/dn569 anacron[4905]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585809 2006.01.18 dn59 Jan 18 04:03:29 dn59/dn59 crond(pam_unix)[32384]: session closed for user root
1137585809 2006.01.18 dn71 Jan 18 04:03:29 dn71/dn71 crond(pam_unix)[32294]: session closed for user root
1137585809 2006.01.18 dn720 Jan 18 04:03:29 dn720/dn720 crond(pam_unix)[31499]: session closed for user root
1137585809 2006.01.18 dn729 Jan 18 04:03:29 dn729/dn729 crond(pam_unix)[31854]: session closed for user root
1137585809 2006.01.18 dn735 Jan 18 04:03:29 dn735/dn735 crond(pam_unix)[31860]: session closed for user root
1137585809 2006.01.18 dn745 Jan 18 04:03:29 dn745/dn745 anacron[32298]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585809 2006.01.18 dn817 Jan 18 04:03:29 dn817/dn817 crond(pam_unix)[11255]: session closed for user root
1137585809 2006.01.18 dn821 Jan 18 04:03:29 dn821/dn821 sendmail[11608]: k0IB3TI6011608: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3TI6011608@dn821>, relay=#7#@localhost
1137585809 2006.01.18 dn821 Jan 18 04:03:29 dn821/dn821 sendmail[11608]: k0IB3TI6011608: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 dn821 Jan 18 04:03:29 dn821/dn821 sendmail[11608]: unable to qualify my own domain name (dn821) -- using short name
1137585809 2006.01.18 dn85 Jan 18 04:03:29 dn85/dn85 crond(pam_unix)[32282]: session closed for user root
1137585809 2006.01.18 dn932 Jan 18 04:03:29 dn932/dn932 sendmail[4464]: k0IB3T3B004464: from=root, size=1827, class=0, nrcpts=1, msgid=<200601181103.k0IB3T3B004464@dn932>, relay=#7#@localhost
1137585809 2006.01.18 dn932 Jan 18 04:03:29 dn932/dn932 sendmail[4464]: k0IB3T3B004464: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31827, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 dn932 Jan 18 04:03:29 dn932/dn932 sendmail[4464]: unable to qualify my own domain name (dn932) -- using short name
1137585809 2006.01.18 dn944 Jan 18 04:03:29 dn944/dn944 sendmail[32380]: k0IB3Tf1032380: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3Tf1032380@dn944>, relay=#7#@localhost
1137585809 2006.01.18 dn944 Jan 18 04:03:29 dn944/dn944 sendmail[32380]: k0IB3Tf1032380: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 dn944 Jan 18 04:03:29 dn944/dn944 sendmail[32380]: unable to qualify my own domain name (dn944) -- using short name
1137585809 2006.01.18 eadmin1 Jan 18 04:03:29 src@eadmin1 crond(pam_unix)[30985]: session closed for user root
1137585809 2006.01.18 eadmin1 Jan 18 04:03:29 src@eadmin1 sendmail[31197]: k0IB3Tfe031197: from=root, size=356, class=0, nrcpts=1, msgid=<200601181103.k0IB3Tfe031197@eadmin1>, relay=#7#@localhost
1137585809 2006.01.18 eadmin1 Jan 18 04:03:29 src@eadmin1 sendmail[31197]: k0IB3Tfe031197: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=30356, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585809 2006.01.18 eadmin1 Jan 18 04:03:29 src@eadmin1 sendmail[31197]: unable to qualify my own domain name (eadmin1) -- using short name
1137585810 2006.01.18 an1 Jan 18 04:03:30 an1/an1 crond(pam_unix)[18934]: session closed for user root
1137585810 2006.01.18 an105 Jan 18 04:03:30 an105/an105 crond(pam_unix)[11801]: session closed for user root
1137585810 2006.01.18 an126 Jan 18 04:03:30 an126/an126 sendmail[15459]: k0IB3UK5015459: from=root, size=1497, class=0, nrcpts=1, msgid=<200601181103.k0IB3UK5015459@an126>, relay=#7#@localhost
