- 1131908423 2005.11.13 dn20 Nov 13 11:00:23 dn20/dn20 ntpd[2249]: synchronized to 10.100.30.250, stratum 3
- 1131908955 2005.11.13 dn709 Nov 13 11:09:15 dn709/dn709 ntpd[2247]: synchronized to 10.100.26.250, stratum 3
- 1131908958 2005.11.13 dn184 Nov 13 11:09:18 dn184/dn184 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131908965 2005.11.13 dn338 Nov 13 11:09:25 dn338/dn338 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131908966 2005.11.13 dn58 Nov 13 11:09:26 dn58/dn58 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131908968 2005.11.13 dn859 Nov 13 11:09:28 dn859/dn859 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131908971 2005.11.13 dn656 Nov 13 11:09:31 dn656/dn656 ntpd[2246]: synchronized to 10.100.30.250, stratum 3
- 1131908975 2005.11.13 dn102 Nov 13 11:09:35 dn102/dn102 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131908975 2005.11.13 dn238 Nov 13 11:09:35 dn238/dn238 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131908979 2005.11.13 dn382 Nov 13 11:09:39 dn382/dn382 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131908980 2005.11.13 dn311 Nov 13 11:09:40 dn311/dn311 ntpd[2261]: synchronized to 10.100.28.250, stratum 3
- 1131908981 2005.11.13 dn848 Nov 13 11:09:41 dn848/dn848 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131908984 2005.11.13 dn69 Nov 13 11:09:44 dn69/dn69 ntpd[2247]: synchronized to 10.100.28.250, stratum 3
- 1131908986 2005.11.13 dn234 Nov 13 11:09:46 dn234/dn234 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131908986 2005.11.13 dn39 Nov 13 11:09:46 dn39/dn39 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131908986 2005.11.13 dn452 Nov 13 11:09:46 dn452/dn452 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131908987 2005.11.13 dn306 Nov 13 11:09:47 dn306/dn306 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131908987 2005.11.13 dn438 Nov 13 11:09:47 dn438/dn438 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131908992 2005.11.13 dn183 Nov 13 11:09:52 dn183/dn183 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131908992 2005.11.13 dn363 Nov 13 11:09:52 dn363/dn363 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131908997 2005.11.13 dn727 Nov 13 11:09:57 dn727/dn727 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131908998 2005.11.13 dn403 Nov 13 11:09:58 dn403/dn403 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131908999 2005.11.13 dn955 Nov 13 11:09:59 dn955/dn955 ntpd[2245]: synchronized to 10.100.26.250, stratum 3
- 1131909001 2005.11.13 dn911 Nov 13 11:10:01 dn911/dn911 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909003 2005.11.13 dn77 Nov 13 11:10:03 dn77/dn77 ntpd[2245]: synchronized to 10.100.26.250, stratum 3
- 1131909005 2005.11.13 dn294 Nov 13 11:10:05 dn294/dn294 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909005 2005.11.13 dn561 Nov 13 11:10:05 dn561/dn561 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909006 2005.11.13 dn305 Nov 13 11:10:06 dn305/dn305 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131909008 2005.11.13 dn643 Nov 13 11:10:08 dn643/dn643 ntpd[2247]: synchronized to 10.100.26.250, stratum 3
- 1131909009 2005.11.13 dn541 Nov 13 11:10:09 dn541/dn541 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909012 2005.11.13 dn418 Nov 13 11:10:12 dn418/dn418 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1131909014 2005.11.13 dn787 Nov 13 11:10:14 dn787/dn787 ntpd[2250]: synchronized to 10.100.30.250, stratum 3
- 1131909015 2005.11.13 dn852 Nov 13 11:10:15 dn852/dn852 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909020 2005.11.13 dn14 Nov 13 11:10:20 dn14/dn14 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909022 2005.11.13 dn617 Nov 13 11:10:22 dn617/dn617 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909023 2005.11.13 dn532 Nov 13 11:10:23 dn532/dn532 ntpd[2262]: synchronized to 10.100.30.250, stratum 3
- 1131909024 2005.11.13 dn725 Nov 13 11:10:24 dn725/dn725 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909028 2005.11.13 dn127 Nov 13 11:10:28 dn127/dn127 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909031 2005.11.13 dn89 Nov 13 11:10:31 dn89/dn89 ntpd[2264]: synchronized to 10.100.30.250, stratum 3
- 1131909032 2005.11.13 dn872 Nov 13 11:10:32 dn872/dn872 ntpd[2247]: synchronized to 10.100.26.250, stratum 3
- 1131909036 2005.11.13 dn57 Nov 13 11:10:36 dn57/dn57 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131909038 2005.11.13 dn621 Nov 13 11:10:38 dn621/dn621 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909042 2005.11.13 dn578 Nov 13 11:10:42 dn578/dn578 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909042 2005.11.13 dn853 Nov 13 11:10:42 dn853/dn853 ntpd[2261]: synchronized to 10.100.28.250, stratum 3
- 1131909044 2005.11.13 dn854 Nov 13 11:10:44 dn854/dn854 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909045 2005.11.13 dn997 Nov 13 11:10:45 dn997/dn997 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909046 2005.11.13 dn647 Nov 13 11:10:46 dn647/dn647 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909049 2005.11.13 dn349 Nov 13 11:10:49 dn349/dn349 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909049 2005.11.13 dn828 Nov 13 11:10:49 dn828/dn828 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909051 2005.11.13 dn308 Nov 13 11:10:51 dn308/dn308 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1131909051 2005.11.13 dn353 Nov 13 11:10:51 dn353/dn353 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909051 2005.11.13 dn389 Nov 13 11:10:51 dn389/dn389 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909051 2005.11.13 dn481 Nov 13 11:10:51 dn481/dn481 ntpd[2260]: synchronized to 10.100.30.250, stratum 3
- 1131909052 2005.11.13 dn524 Nov 13 11:10:52 dn524/dn524 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131909052 2005.11.13 dn605 Nov 13 11:10:52 dn605/dn605 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909053 2005.11.13 dn271 Nov 13 11:10:53 dn271/dn271 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909055 2005.11.13 dn510 Nov 13 11:10:55 dn510/dn510 ntpd[9852]: synchronized to 10.100.30.250, stratum 3
- 1131909061 2005.11.13 dn216 Nov 13 11:11:01 dn216/dn216 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909062 2005.11.13 dn1020 Nov 13 11:11:02 dn1020/dn1020 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909065 2005.11.13 dn1016 Nov 13 11:11:05 dn1016/dn1016 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909066 2005.11.13 dn920 Nov 13 11:11:06 dn920/dn920 ntpd[2249]: synchronized to 10.100.30.250, stratum 3
- 1131909068 2005.11.13 dn952 Nov 13 11:11:08 dn952/dn952 ntpd[2246]: synchronized to 10.100.24.250, stratum 3
- 1131909075 2005.11.13 dn1020 Nov 13 11:11:15 dn1020/dn1020 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909079 2005.11.13 dn45 Nov 13 11:11:19 dn45/dn45 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131909080 2005.11.13 dn186 Nov 13 11:11:20 dn186/dn186 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909080 2005.11.13 dn213 Nov 13 11:11:20 dn213/dn213 ntpd[2255]: synchronized to 10.100.28.250, stratum 3
- 1131909080 2005.11.13 dn771 Nov 13 11:11:20 dn771/dn771 ntpd[10188]: synchronized to 10.100.26.250, stratum 3
- 1131909083 2005.11.13 dn187 Nov 13 11:11:23 dn187/dn187 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909084 2005.11.13 dn215 Nov 13 11:11:24 dn215/dn215 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909085 2005.11.13 dn609 Nov 13 11:11:25 dn609/dn609 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909087 2005.11.13 dn184 Nov 13 11:11:27 dn184/dn184 ntpd[2247]: synchronized to 10.100.26.250, stratum 3
- 1131909087 2005.11.13 dn797 Nov 13 11:11:27 dn797/dn797 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909087 2005.11.13 dn875 Nov 13 11:11:27 dn875/dn875 ntpd[2266]: synchronized to 10.100.26.250, stratum 3
- 1131909088 2005.11.13 dn97 Nov 13 11:11:28 dn97/dn97 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909090 2005.11.13 dn424 Nov 13 11:11:30 dn424/dn424 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909094 2005.11.13 dn439 Nov 13 11:11:34 dn439/dn439 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131909095 2005.11.13 dn260 Nov 13 11:11:35 dn260/dn260 ntpd[2250]: synchronized to 10.100.28.250, stratum 3
- 1131909096 2005.11.13 dn155 Nov 13 11:11:36 dn155/dn155 ntpd[10156]: synchronized to 10.100.24.250, stratum 3
- 1131909097 2005.11.13 dn971 Nov 13 11:11:37 dn971/dn971 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131909098 2005.11.13 dn260 Nov 13 11:11:38 dn260/dn260 ntpd[2250]: synchronized to 10.100.26.250, stratum 3
- 1131909098 2005.11.13 dn609 Nov 13 11:11:38 dn609/dn609 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909105 2005.11.13 dn2 Nov 13 11:11:45 dn2/dn2 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131909107 2005.11.13 dn195 Nov 13 11:11:47 dn195/dn195 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909109 2005.11.13 dn288 Nov 13 11:11:49 dn288/dn288 ntpd[2260]: synchronized to 10.100.30.250, stratum 3
- 1131909110 2005.11.13 dn82 Nov 13 11:11:50 dn82/dn82 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909111 2005.11.13 dn621 Nov 13 11:11:51 dn621/dn621 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131909113 2005.11.13 dn263 Nov 13 11:11:53 dn263/dn263 ntpd[2262]: synchronized to 10.100.26.250, stratum 3
- 1131909115 2005.11.13 dn466 Nov 13 11:11:55 dn466/dn466 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909116 2005.11.13 dn930 Nov 13 11:11:56 dn930/dn930 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909117 2005.11.13 dn248 Nov 13 11:11:57 dn248/dn248 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909121 2005.11.13 dn17 Nov 13 11:12:01 dn17/dn17 ntpd[2249]: synchronized to 10.100.26.250, stratum 3
- 1131909124 2005.11.13 dn441 Nov 13 11:12:04 dn441/dn441 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909125 2005.11.13 dn119 Nov 13 11:12:05 dn119/dn119 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909125 2005.11.13 dn43 Nov 13 11:12:05 dn43/dn43 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909129 2005.11.13 dn989 Nov 13 11:12:09 dn989/dn989 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909134 2005.11.13 dn215 Nov 13 11:12:14 dn215/dn215 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909134 2005.11.13 dn265 Nov 13 11:12:14 dn265/dn265 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909135 2005.11.13 dn918 Nov 13 11:12:15 dn918/dn918 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909137 2005.11.13 dn389 Nov 13 11:12:17 dn389/dn389 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131909141 2005.11.13 dn88 Nov 13 11:12:21 dn88/dn88 ntpd[2246]: synchronized to 10.100.28.250, stratum 3
- 1131909145 2005.11.13 dn82 Nov 13 11:12:25 dn82/dn82 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909153 2005.11.13 dn987 Nov 13 11:12:33 dn987/dn987 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131909159 2005.11.13 dn841 Nov 13 11:12:39 dn841/dn841 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909160 2005.11.13 dn482 Nov 13 11:12:40 dn482/dn482 ntpd[2249]: synchronized to 10.100.24.250, stratum 3
- 1131909160 2005.11.13 dn783 Nov 13 11:12:40 dn783/dn783 ntpd[2250]: synchronized to 10.100.28.250, stratum 3
- 1131909168 2005.11.13 dn235 Nov 13 11:12:48 dn235/dn235 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909171 2005.11.13 dn841 Nov 13 11:12:51 dn841/dn841 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131909171 2005.11.13 dn922 Nov 13 11:12:51 dn922/dn922 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909173 2005.11.13 dn335 Nov 13 11:12:53 dn335/dn335 ntpd[10169]: synchronized to 10.100.26.250, stratum 3
- 1131909177 2005.11.13 dn975 Nov 13 11:12:57 dn975/dn975 ntpd[2246]: synchronized to 10.100.24.250, stratum 3
- 1131909183 2005.11.13 dn979 Nov 13 11:13:03 dn979/dn979 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909184 2005.11.13 dn464 Nov 13 11:13:04 dn464/dn464 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909190 2005.11.13 dn496 Nov 13 11:13:10 dn496/dn496 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909192 2005.11.13 dn146 Nov 13 11:13:12 dn146/dn146 ntpd[10172]: synchronized to 10.100.26.250, stratum 3
- 1131909192 2005.11.13 dn15 Nov 13 11:13:12 dn15/dn15 ntpd[2249]: synchronized to 10.100.26.250, stratum 3
- 1131909192 2005.11.13 dn440 Nov 13 11:13:12 dn440/dn440 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909196 2005.11.13 dn63 Nov 13 11:13:16 dn63/dn63 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909199 2005.11.13 dn899 Nov 13 11:13:19 dn899/dn899 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909201 2005.11.13 dn831 Nov 13 11:13:21 dn831/dn831 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909202 2005.11.13 dn220 Nov 13 11:13:22 dn220/dn220 ntpd[2244]: synchronized to 10.100.30.250, stratum 3
- 1131909203 2005.11.13 dn857 Nov 13 11:13:23 dn857/dn857 ntpd[2242]: synchronized to 10.100.24.250, stratum 3
- 1131909207 2005.11.13 dn584 Nov 13 11:13:27 dn584/dn584 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909208 2005.11.13 dn902 Nov 13 11:13:28 dn902/dn902 ntpd[2245]: synchronized to 10.100.28.250, stratum 3
- 1131909210 2005.11.13 dn107 Nov 13 11:13:30 dn107/dn107 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909210 2005.11.13 dn146 Nov 13 11:13:30 dn146/dn146 ntpd[10172]: synchronized to 10.100.28.250, stratum 3
- 1131909213 2005.11.13 dn414 Nov 13 11:13:33 dn414/dn414 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909213 2005.11.13 dn825 Nov 13 11:13:33 dn825/dn825 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909214 2005.11.13 dn760 Nov 13 11:13:34 dn760/dn760 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909218 2005.11.13 dn1011 Nov 13 11:13:38 dn1011/dn1011 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909226 2005.11.13 dn245 Nov 13 11:13:46 dn245/dn245 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909227 2005.11.13 dn176 Nov 13 11:13:47 dn176/dn176 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909228 2005.11.13 dn927 Nov 13 11:13:48 dn927/dn927 ntpd[2246]: synchronized to 10.100.26.250, stratum 3
- 1131909230 2005.11.13 dn282 Nov 13 11:13:50 dn282/dn282 ntpd[2264]: synchronized to 10.100.28.250, stratum 3
- 1131909235 2005.11.13 dn881 Nov 13 11:13:55 dn881/dn881 ntpd[2252]: synchronized to 10.100.24.250, stratum 3
- 1131909239 2005.11.13 dn245 Nov 13 11:13:59 dn245/dn245 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909244 2005.11.13 dn386 Nov 13 11:14:04 dn386/dn386 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909248 2005.11.13 dn704 Nov 13 11:14:08 dn704/dn704 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131909249 2005.11.13 dn1007 Nov 13 11:14:09 dn1007/dn1007 ntpd[9831]: synchronized to 10.100.26.250, stratum 3
- 1131909249 2005.11.13 dn183 Nov 13 11:14:09 dn183/dn183 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909250 2005.11.13 dn642 Nov 13 11:14:10 dn642/dn642 ntpd[2247]: synchronized to 10.100.28.250, stratum 3
- 1131909252 2005.11.13 dn915 Nov 13 11:14:12 dn915/dn915 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909255 2005.11.13 dn264 Nov 13 11:14:15 dn264/dn264 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1131909256 2005.11.13 dn16 Nov 13 11:14:16 dn16/dn16 ntpd[2249]: synchronized to 10.100.24.250, stratum 3
- 1131909257 2005.11.13 dn282 Nov 13 11:14:17 dn282/dn282 ntpd[2264]: synchronized to 10.100.26.250, stratum 3
- 1131909261 2005.11.13 dn126 Nov 13 11:14:21 dn126/dn126 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909262 2005.11.13 dn178 Nov 13 11:14:22 dn178/dn178 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909265 2005.11.13 dn246 Nov 13 11:14:25 dn246/dn246 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131909273 2005.11.13 dn577 Nov 13 11:14:33 dn577/dn577 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909279 2005.11.13 dn680 Nov 13 11:14:39 dn680/dn680 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909284 2005.11.13 dn335 Nov 13 11:14:44 dn335/dn335 ntpd[10169]: synchronized to 10.100.24.250, stratum 3
- 1131909287 2005.11.13 dn481 Nov 13 11:14:47 dn481/dn481 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131909288 2005.11.13 dn335 Nov 13 11:14:48 dn335/dn335 ntpd[10169]: synchronized to 10.100.30.250, stratum 3
- 1131909290 2005.11.13 dn204 Nov 13 11:14:50 dn204/dn204 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909294 2005.11.13 dn272 Nov 13 11:14:54 dn272/dn272 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909297 2005.11.13 dn227 Nov 13 11:14:57 dn227/dn227 ntpd[10276]: synchronized to 10.100.28.250, stratum 3
- 1131909298 2005.11.13 dn227 Nov 13 11:14:58 dn227/dn227 ntpd[10276]: synchronized to 10.100.24.250, stratum 3
- 1131909298 2005.11.13 dn618 Nov 13 11:14:58 dn618/dn618 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909300 2005.11.13 dn1012 Nov 13 11:15:00 dn1012/dn1012 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909300 2005.11.13 dn90 Nov 13 11:15:00 dn90/dn90 ntpd[2246]: synchronized to 10.100.26.250, stratum 3
- 1131909310 2005.11.13 dn878 Nov 13 11:15:10 dn878/dn878 ntpd[2247]: synchronized to 10.100.26.250, stratum 3
- 1131909314 2005.11.13 dn499 Nov 13 11:15:14 dn499/dn499 ntpd[2247]: synchronized to 10.100.28.250, stratum 3
- 1131909325 2005.11.13 dn753 Nov 13 11:15:25 dn753/dn753 ntpd[2247]: synchronized to 10.100.28.250, stratum 3
- 1131909333 2005.11.13 dn427 Nov 13 11:15:33 dn427/dn427 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909333 2005.11.13 dn965 Nov 13 11:15:33 dn965/dn965 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909337 2005.11.13 dn577 Nov 13 11:15:37 dn577/dn577 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131909343 2005.11.13 dn195 Nov 13 11:15:43 dn195/dn195 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909358 2005.11.13 dn796 Nov 13 11:15:58 dn796/dn796 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131909368 2005.11.13 dn749 Nov 13 11:16:08 dn749/dn749 ntpd[2248]: synchronized to 10.100.24.250, stratum 3
- 1131909375 2005.11.13 dn498 Nov 13 11:16:15 dn498/dn498 ntpd[10177]: synchronized to 10.100.26.250, stratum 3
- 1131909375 2005.11.13 dn755 Nov 13 11:16:15 dn755/dn755 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909391 2005.11.13 dn875 Nov 13 11:16:31 dn875/dn875 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1131909394 2005.11.13 dn299 Nov 13 11:16:34 dn299/dn299 ntpd[2242]: synchronized to 10.100.24.250, stratum 3
- 1131909396 2005.11.13 dn790 Nov 13 11:16:36 dn790/dn790 ntpd[2262]: synchronized to 10.100.24.250, stratum 3
- 1131909398 2005.11.13 dn207 Nov 13 11:16:38 dn207/dn207 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909411 2005.11.13 dn143 Nov 13 11:16:51 dn143/dn143 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131909414 2005.11.13 dn459 Nov 13 11:16:54 dn459/dn459 ntpd[2249]: synchronized to 10.100.24.250, stratum 3
- 1131909415 2005.11.13 dn807 Nov 13 11:16:55 dn807/dn807 ntpd[2260]: synchronized to 10.100.30.250, stratum 3
- 1131909417 2005.11.13 dn357 Nov 13 11:16:57 dn357/dn357 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909418 2005.11.13 dn327 Nov 13 11:16:58 dn327/dn327 ntpd[2249]: synchronized to 10.100.24.250, stratum 3
- 1131909430 2005.11.13 dn272 Nov 13 11:17:10 dn272/dn272 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131909434 2005.11.13 dn624 Nov 13 11:17:14 dn624/dn624 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131909441 2005.11.13 dn61 Nov 13 11:17:21 dn61/dn61 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131909443 2005.11.13 dn818 Nov 13 11:17:23 dn818/dn818 ntpd[2249]: synchronized to 10.100.30.250, stratum 3
- 1131909450 2005.11.13 dn146 Nov 13 11:17:30 dn146/dn146 ntpd[10172]: synchronized to 10.100.30.250, stratum 3
- 1131909452 2005.11.13 dn440 Nov 13 11:17:32 dn440/dn440 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909459 2005.11.13 dn177 Nov 13 11:17:39 dn177/dn177 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909467 2005.11.13 dn232 Nov 13 11:17:47 dn232/dn232 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131909467 2005.11.13 dn511 Nov 13 11:17:47 dn511/dn511 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909471 2005.11.13 dn260 Nov 13 11:17:51 dn260/dn260 ntpd[2250]: synchronized to 10.100.30.250, stratum 3
- 1131909473 2005.11.13 dn771 Nov 13 11:17:53 dn771/dn771 ntpd[10188]: synchronized to 10.100.28.250, stratum 3
- 1131909474 2005.11.13 dn54 Nov 13 11:17:54 dn54/dn54 ntpd[2261]: synchronized to 10.100.28.250, stratum 3
- 1131909479 2005.11.13 dn757 Nov 13 11:17:59 dn757/dn757 ntpd[2248]: synchronized to 10.100.24.250, stratum 3
- 1131909484 2005.11.13 dn121 Nov 13 11:18:04 dn121/dn121 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909497 2005.11.13 dn955 Nov 13 11:18:17 dn955/dn955 ntpd[2245]: synchronized to 10.100.28.250, stratum 3
- 1131909503 2005.11.13 dn280 Nov 13 11:18:23 dn280/dn280 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131909504 2005.11.13 dn363 Nov 13 11:18:24 dn363/dn363 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909505 2005.11.13 dn464 Nov 13 11:18:25 dn464/dn464 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131909506 2005.11.13 dn363 Nov 13 11:18:26 dn363/dn363 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131909506 2005.11.13 dn889 Nov 13 11:18:26 dn889/dn889 ntpd[2245]: synchronized to 10.100.24.250, stratum 3
- 1131909510 2005.11.13 dn445 Nov 13 11:18:30 dn445/dn445 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909513 2005.11.13 dn39 Nov 13 11:18:33 dn39/dn39 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909517 2005.11.13 dn727 Nov 13 11:18:37 dn727/dn727 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909517 2005.11.13 dn745 Nov 13 11:18:37 dn745/dn745 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909517 2005.11.13 dn982 Nov 13 11:18:37 dn982/dn982 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131909519 2005.11.13 dn121 Nov 13 11:18:39 dn121/dn121 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909522 2005.11.13 dn178 Nov 13 11:18:42 dn178/dn178 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909523 2005.11.13 dn670 Nov 13 11:18:43 dn670/dn670 ntpd[2250]: synchronized to 10.100.26.250, stratum 3
- 1131909524 2005.11.13 dn53 Nov 13 11:18:44 dn53/dn53 ntpd[2264]: synchronized to 10.100.24.250, stratum 3
